"Salix"	"Rgaller"	"cooccur"	"interact"	"salix_ID"	"galler_ID"	"post_mean"	"post_SD"
"1371"	"mielichhoferi"	"Ehasta"	6	0	33	12	0.25181045234878	0.0168960197292283
"1372"	"waldsteiniana"	"Ehasta"	6	0	52	12	0.25181045234878	0.0168960197292283
"1373"	"pentandra"	"Ehasta"	2	0	37	12	0.392670223765779	0.0333507633690987
"1374"	"breviserrata"	"Ehasta"	3	0	10	12	0.344493791569958	0.0277054286114692
"1375"	"reticulata"	"Ehasta"	0	0	43	12	0.545143663965149	0.048141703207588
"1376"	"retusa"	"Ehasta"	0	0	44	12	0.545143663965149	0.048141703207588
"1377"	"aurita"	"Ehasta"	0	0	6	12	0.545143663965149	0.048141703207588
"1378"	"triandra"	"Ehasta"	0	0	48	12	0.545143663965149	0.048141703207588
"1379"	"lanata"	"Ehasta"	5	0	28	12	0.276617725210864	0.0197130189271469
"1380"	"herbacea"	"Ehasta"	0	0	27	12	0.545143663965149	0.048141703207588
"1381"	"borealis"	"Ehasta"	0	0	9	12	0.545143663965149	0.048141703207588
"1382"	"myrtilloides"	"Ehasta"	0	0	36	12	0.545143663965149	0.048141703207588
"1383"	"viminalis"	"Ehasta"	0	0	49	12	0.545143663965149	0.048141703207588
"1384"	"glabra"	"Ehasta"	0	0	21	12	0.545143663965149	0.048141703207588
"1385"	"apennina"	"Ehasta"	0	0	4	12	0.545143663965149	0.048141703207588
"1386"	"rubens"	"Ehasta"	0	0	46	12	0.545143663965149	0.048141703207588
"1387"	"rosmarinifolia"	"Ehasta"	0	0	45	12	0.545143663965149	0.048141703207588
"1388"	"caprea x appendiculata"	"Ehasta"	0	0	12	12	0.545143663965149	0.048141703207588
"1389"	"cinerea oleifolia"	"Ehasta"	0	0	14	12	0.545143663965149	0.048141703207588
"1390"	"viminalis x caprea"	"Ehasta"	0	0	51	12	0.545143663965149	0.048141703207588
"1391"	"viminalis x ?"	"Ehasta"	0	0	50	12	0.545143663965149	0.048141703207588
"1392"	"alpina?"	"Ehasta"	0	0	3	12	0.545143663965149	0.048141703207588
"1393"	"phylicifolia x caprea ?"	"Ehasta"	0	0	39	12	0.545143663965149	0.048141703207588
"1394"	"lapponum x glauca?"	"Ehasta"	0	0	31	12	0.545143663965149	0.048141703207588
"1395"	"lapponum x glauca"	"Ehasta"	0	0	30	12	0.545143663965149	0.048141703207588
"1396"	"aurita x caprea"	"Ehasta"	0	0	7	12	0.545143663965149	0.048141703207588
"1397"	"starkeana"	"Ehasta"	0	0	47	12	0.545143663965149	0.048141703207588
"1398"	"hastata x phylicifolia"	"Ehasta"	0	0	25	12	0.545143663965149	0.048141703207588
"1399"	"lapponum x phylicifolia"	"Ehasta"	0	0	32	12	0.545143663965149	0.048141703207588
"1400"	"acutifolia"	"Ehasta"	0	0	1	12	0.545143663965149	0.048141703207588
"1401"	"bicolor"	"Ehasta"	0	0	8	12	0.545143663965149	0.048141703207588
"1402"	"polaris"	"Ehasta"	0	0	40	12	0.545143663965149	0.048141703207588
"1403"	"cinerea x myrsinifolia"	"Ehasta"	0	0	15	12	0.545143663965149	0.048141703207588
"1404"	"fragilis x pentandra"	"Ehasta"	0	0	20	12	0.545143663965149	0.048141703207588
"1405"	"elaeagnos"	"Egemmf"	0	0	17	10	0.545143663965149	0.048141703207588
"1406"	"appendiculata"	"Egemmf"	4	0	5	10	0.306846955494385	0.0232433133556618
"1407"	"myrsinifolia"	"Egemmf"	6	0	34	10	0.25181045234878	0.0168960197292283
"1408"	"foetida"	"Egemmf"	12	12	18	10	0.863398045830175	0.00687680755217511
"1409"	"hastata"	"Egemmf"	10	0	24	10	0.185328786690772	0.00996536936807154
"1410"	"daphnoides"	"Egemmf"	3	0	16	10	0.344493791569958	0.0277054286114692
"1411"	"helvetica"	"Egemmf"	5	0	26	10	0.276617725210864	0.0197130189271469
"1412"	"glaucosericea"	"Egemmf"	1	0	23	10	0.456512080518707	0.0403384966949806
"1413"	"cinerea"	"Egemmf"	0	0	13	10	0.545143663965149	0.048141703207588
"1414"	"purpurea"	"Egemmf"	0	0	41	10	0.545143663965149	0.048141703207588
"1415"	"alba"	"Egemmf"	0	0	2	10	0.545143663965149	0.048141703207588
"1416"	"fragilis"	"Egemmf"	0	0	19	10	0.545143663965149	0.048141703207588
"1417"	"repens"	"Egemmf"	0	0	42	10	0.545143663965149	0.048141703207588
"1418"	"lapponum"	"Egemmf"	0	0	29	10	0.545143663965149	0.048141703207588
"1419"	"myrsinites"	"Egemmf"	0	0	35	10	0.545143663965149	0.048141703207588
"1420"	"phylicifolia"	"Egemmf"	0	0	38	10	0.545143663965149	0.048141703207588
"1421"	"glauca"	"Egemmf"	0	0	22	10	0.545143663965149	0.048141703207588
"1422"	"caprea"	"Egemmf"	0	0	11	10	0.545143663965149	0.048141703207588
"1423"	"mielichhoferi"	"Egemmf"	7	0	33	10	0.231086455862499	0.0146235144851536
"1424"	"waldsteiniana"	"Egemmf"	8	8	52	10	0.821848239112745	0.0111335548399964
"1425"	"pentandra"	"Egemmf"	2	0	37	10	0.392670223765779	0.0333507633690987
"1426"	"breviserrata"	"Egemmf"	6	0	10	10	0.25181045234878	0.0168960197292283
"1427"	"reticulata"	"Egemmf"	2	0	43	10	0.392670223765779	0.0333507633690987
"1428"	"retusa"	"Egemmf"	1	0	44	10	0.456512080518707	0.0403384966949806
"1429"	"aurita"	"Egemmf"	0	0	6	10	0.545143663965149	0.048141703207588
"1430"	"triandra"	"Egemmf"	0	0	48	10	0.545143663965149	0.048141703207588
"1431"	"lanata"	"Egemmf"	0	0	28	10	0.545143663965149	0.048141703207588
"1432"	"herbacea"	"Egemmf"	0	0	27	10	0.545143663965149	0.048141703207588
"1433"	"borealis"	"Egemmf"	0	0	9	10	0.545143663965149	0.048141703207588
"1434"	"myrtilloides"	"Egemmf"	0	0	36	10	0.545143663965149	0.048141703207588
"1435"	"viminalis"	"Egemmf"	0	0	49	10	0.545143663965149	0.048141703207588
"1436"	"glabra"	"Egemmf"	0	0	21	10	0.545143663965149	0.048141703207588
"1437"	"apennina"	"Egemmf"	0	0	4	10	0.545143663965149	0.048141703207588
"1438"	"rubens"	"Egemmf"	0	0	46	10	0.545143663965149	0.048141703207588
"1439"	"rosmarinifolia"	"Egemmf"	0	0	45	10	0.545143663965149	0.048141703207588
"1440"	"caprea x appendiculata"	"Egemmf"	0	0	12	10	0.545143663965149	0.048141703207588
"1441"	"cinerea oleifolia"	"Egemmf"	0	0	14	10	0.545143663965149	0.048141703207588
"1442"	"viminalis x caprea"	"Egemmf"	0	0	51	10	0.545143663965149	0.048141703207588
"1443"	"viminalis x ?"	"Egemmf"	0	0	50	10	0.545143663965149	0.048141703207588
"1444"	"alpina?"	"Egemmf"	0	0	3	10	0.545143663965149	0.048141703207588
"1445"	"phylicifolia x caprea ?"	"Egemmf"	0	0	39	10	0.545143663965149	0.048141703207588
"1446"	"lapponum x glauca?"	"Egemmf"	0	0	31	10	0.545143663965149	0.048141703207588
"1447"	"lapponum x glauca"	"Egemmf"	0	0	30	10	0.545143663965149	0.048141703207588
"1448"	"aurita x caprea"	"Egemmf"	0	0	7	10	0.545143663965149	0.048141703207588
"1449"	"starkeana"	"Egemmf"	0	0	47	10	0.545143663965149	0.048141703207588
"1450"	"hastata x phylicifolia"	"Egemmf"	0	0	25	10	0.545143663965149	0.048141703207588
"1451"	"lapponum x phylicifolia"	"Egemmf"	0	0	32	10	0.545143663965149	0.048141703207588
"1452"	"acutifolia"	"Egemmf"	0	0	1	10	0.545143663965149	0.048141703207588
"1453"	"bicolor"	"Egemmf"	0	0	8	10	0.545143663965149	0.048141703207588
"1454"	"polaris"	"Egemmf"	0	0	40	10	0.545143663965149	0.048141703207588
"1455"	"cinerea x myrsinifolia"	"Egemmf"	0	0	15	10	0.545143663965149	0.048141703207588
"1456"	"fragilis x pentandra"	"Egemmf"	0	0	20	10	0.545143663965149	0.048141703207588
"1457"	"elaeagnos"	"Omonti"	1	0	17	75	0.456512080518707	0.0403384966949806
"1458"	"appendiculata"	"Omonti"	3	0	5	75	0.344493791569958	0.0277054286114692
"1459"	"myrsinifolia"	"Omonti"	3	0	34	75	0.344493791569958	0.0277054286114692
"1460"	"foetida"	"Omonti"	4	4	18	75	0.743973394307767	0.0208156312994644
"1461"	"hastata"	"Omonti"	2	0	24	75	0.392670223765779	0.0333507633690987
"1462"	"daphnoides"	"Omonti"	0	0	16	75	0.545143663965149	0.048141703207588
"1463"	"helvetica"	"Omonti"	0	0	26	75	0.545143663965149	0.048141703207588
"1464"	"glaucosericea"	"Omonti"	0	0	23	75	0.545143663965149	0.048141703207588
"1465"	"cinerea"	"Omonti"	0	0	13	75	0.545143663965149	0.048141703207588
"1466"	"purpurea"	"Omonti"	2	0	41	75	0.392670223765779	0.0333507633690987
"1467"	"alba"	"Omonti"	0	0	2	75	0.545143663965149	0.048141703207588
"1468"	"fragilis"	"Omonti"	0	0	19	75	0.545143663965149	0.048141703207588
"1469"	"repens"	"Omonti"	0	0	42	75	0.545143663965149	0.048141703207588
"1470"	"lapponum"	"Omonti"	0	0	29	75	0.545143663965149	0.048141703207588
"1471"	"myrsinites"	"Omonti"	0	0	35	75	0.545143663965149	0.048141703207588
"1472"	"phylicifolia"	"Omonti"	0	0	38	75	0.545143663965149	0.048141703207588
"1473"	"glauca"	"Omonti"	0	0	22	75	0.545143663965149	0.048141703207588
"1474"	"caprea"	"Omonti"	0	0	11	75	0.545143663965149	0.048141703207588
"1475"	"mielichhoferi"	"Omonti"	3	0	33	75	0.344493791569958	0.0277054286114692
"1476"	"waldsteiniana"	"Omonti"	5	5	52	75	0.769196024298372	0.0174898299416604
"1477"	"pentandra"	"Omonti"	0	0	37	75	0.545143663965149	0.048141703207588
"1478"	"breviserrata"	"Omonti"	0	0	10	75	0.545143663965149	0.048141703207588
"1479"	"reticulata"	"Omonti"	1	0	43	75	0.456512080518707	0.0403384966949806
"1480"	"retusa"	"Omonti"	2	0	44	75	0.392670223765779	0.0333507633690987
"1481"	"aurita"	"Omonti"	0	0	6	75	0.545143663965149	0.048141703207588
"1482"	"triandra"	"Omonti"	0	0	48	75	0.545143663965149	0.048141703207588
"1483"	"lanata"	"Omonti"	0	0	28	75	0.545143663965149	0.048141703207588
"1484"	"herbacea"	"Omonti"	0	0	27	75	0.545143663965149	0.048141703207588
"1485"	"borealis"	"Omonti"	0	0	9	75	0.545143663965149	0.048141703207588
"1486"	"myrtilloides"	"Omonti"	0	0	36	75	0.545143663965149	0.048141703207588
"1487"	"viminalis"	"Omonti"	0	0	49	75	0.545143663965149	0.048141703207588
"1488"	"glabra"	"Omonti"	0	0	21	75	0.545143663965149	0.048141703207588
"1489"	"apennina"	"Omonti"	0	0	4	75	0.545143663965149	0.048141703207588
"1490"	"rubens"	"Omonti"	0	0	46	75	0.545143663965149	0.048141703207588
"1491"	"rosmarinifolia"	"Omonti"	0	0	45	75	0.545143663965149	0.048141703207588
"1492"	"caprea x appendiculata"	"Omonti"	0	0	12	75	0.545143663965149	0.048141703207588
"1493"	"cinerea oleifolia"	"Omonti"	0	0	14	75	0.545143663965149	0.048141703207588
"1494"	"viminalis x caprea"	"Omonti"	0	0	51	75	0.545143663965149	0.048141703207588
"1495"	"viminalis x ?"	"Omonti"	0	0	50	75	0.545143663965149	0.048141703207588
"1496"	"alpina?"	"Omonti"	0	0	3	75	0.545143663965149	0.048141703207588
"1497"	"phylicifolia x caprea ?"	"Omonti"	0	0	39	75	0.545143663965149	0.048141703207588
"1498"	"lapponum x glauca?"	"Omonti"	0	0	31	75	0.545143663965149	0.048141703207588
"1499"	"lapponum x glauca"	"Omonti"	0	0	30	75	0.545143663965149	0.048141703207588
"1500"	"aurita x caprea"	"Omonti"	0	0	7	75	0.545143663965149	0.048141703207588
"1501"	"starkeana"	"Omonti"	0	0	47	75	0.545143663965149	0.048141703207588
"1502"	"hastata x phylicifolia"	"Omonti"	0	0	25	75	0.545143663965149	0.048141703207588
"1503"	"lapponum x phylicifolia"	"Omonti"	0	0	32	75	0.545143663965149	0.048141703207588
"1504"	"acutifolia"	"Omonti"	0	0	1	75	0.545143663965149	0.048141703207588
"1505"	"bicolor"	"Omonti"	0	0	8	75	0.545143663965149	0.048141703207588
"1506"	"polaris"	"Omonti"	0	0	40	75	0.545143663965149	0.048141703207588
"1507"	"cinerea x myrsinifolia"	"Omonti"	0	0	15	75	0.545143663965149	0.048141703207588
"1508"	"fragilis x pentandra"	"Omonti"	0	0	20	75	0.545143663965149	0.048141703207588
"1509"	"elaeagnos"	"Eelaea"	21	21	17	8	0.910410897314574	0.00311896000622705
"1510"	"appendiculata"	"Eelaea"	1	0	5	8	0.456512080518707	0.0403384966949806
"1511"	"myrsinifolia"	"Eelaea"	2	0	34	8	0.392670223765779	0.0333507633690987
"1512"	"foetida"	"Eelaea"	2	0	18	8	0.392670223765779	0.0333507633690987
"1513"	"hastata"	"Eelaea"	0	0	24	8	0.545143663965149	0.048141703207588
"1514"	"daphnoides"	"Eelaea"	3	0	16	8	0.344493791569958	0.0277054286114692
"1515"	"helvetica"	"Eelaea"	0	0	26	8	0.545143663965149	0.048141703207588
"1516"	"glaucosericea"	"Eelaea"	0	0	23	8	0.545143663965149	0.048141703207588
"1517"	"cinerea"	"Eelaea"	0	0	13	8	0.545143663965149	0.048141703207588
"1518"	"purpurea"	"Eelaea"	4	0	41	8	0.306846955494385	0.0232433133556618
"1519"	"alba"	"Eelaea"	0	0	2	8	0.545143663965149	0.048141703207588
"1520"	"fragilis"	"Eelaea"	0	0	19	8	0.545143663965149	0.048141703207588
"1521"	"repens"	"Eelaea"	0	0	42	8	0.545143663965149	0.048141703207588
"1522"	"lapponum"	"Eelaea"	0	0	29	8	0.545143663965149	0.048141703207588
"1523"	"myrsinites"	"Eelaea"	0	0	35	8	0.545143663965149	0.048141703207588
"1524"	"phylicifolia"	"Eelaea"	0	0	38	8	0.545143663965149	0.048141703207588
"1525"	"glauca"	"Eelaea"	0	0	22	8	0.545143663965149	0.048141703207588
"1526"	"caprea"	"Eelaea"	1	0	11	8	0.456512080518707	0.0403384966949806
"1527"	"mielichhoferi"	"Eelaea"	1	0	33	8	0.456512080518707	0.0403384966949806
"1528"	"waldsteiniana"	"Eelaea"	0	0	52	8	0.545143663965149	0.048141703207588
"1529"	"pentandra"	"Eelaea"	0	0	37	8	0.545143663965149	0.048141703207588
"1530"	"breviserrata"	"Eelaea"	0	0	10	8	0.545143663965149	0.048141703207588
"1531"	"reticulata"	"Eelaea"	1	0	43	8	0.456512080518707	0.0403384966949806
"1532"	"retusa"	"Eelaea"	1	0	44	8	0.456512080518707	0.0403384966949806
"1533"	"aurita"	"Eelaea"	0	0	6	8	0.545143663965149	0.048141703207588
"1534"	"triandra"	"Eelaea"	0	0	48	8	0.545143663965149	0.048141703207588
"1535"	"lanata"	"Eelaea"	0	0	28	8	0.545143663965149	0.048141703207588
"1536"	"herbacea"	"Eelaea"	0	0	27	8	0.545143663965149	0.048141703207588
"1537"	"borealis"	"Eelaea"	0	0	9	8	0.545143663965149	0.048141703207588
"1538"	"myrtilloides"	"Eelaea"	0	0	36	8	0.545143663965149	0.048141703207588
"1539"	"viminalis"	"Eelaea"	0	0	49	8	0.545143663965149	0.048141703207588
"1540"	"glabra"	"Eelaea"	0	0	21	8	0.545143663965149	0.048141703207588
"1541"	"apennina"	"Eelaea"	0	0	4	8	0.545143663965149	0.048141703207588
"1542"	"rubens"	"Eelaea"	0	0	46	8	0.545143663965149	0.048141703207588
"1543"	"rosmarinifolia"	"Eelaea"	0	0	45	8	0.545143663965149	0.048141703207588
"1544"	"caprea x appendiculata"	"Eelaea"	1	0	12	8	0.456512080518707	0.0403384966949806
"1545"	"cinerea oleifolia"	"Eelaea"	0	0	14	8	0.545143663965149	0.048141703207588
"1546"	"viminalis x caprea"	"Eelaea"	0	0	51	8	0.545143663965149	0.048141703207588
"1547"	"viminalis x ?"	"Eelaea"	0	0	50	8	0.545143663965149	0.048141703207588
"1548"	"alpina?"	"Eelaea"	0	0	3	8	0.545143663965149	0.048141703207588
"1549"	"phylicifolia x caprea ?"	"Eelaea"	0	0	39	8	0.545143663965149	0.048141703207588
"1550"	"lapponum x glauca?"	"Eelaea"	0	0	31	8	0.545143663965149	0.048141703207588
"1551"	"lapponum x glauca"	"Eelaea"	0	0	30	8	0.545143663965149	0.048141703207588
"1552"	"aurita x caprea"	"Eelaea"	0	0	7	8	0.545143663965149	0.048141703207588
"1553"	"starkeana"	"Eelaea"	0	0	47	8	0.545143663965149	0.048141703207588
"1554"	"hastata x phylicifolia"	"Eelaea"	0	0	25	8	0.545143663965149	0.048141703207588
"1555"	"lapponum x phylicifolia"	"Eelaea"	0	0	32	8	0.545143663965149	0.048141703207588
"1556"	"acutifolia"	"Eelaea"	0	0	1	8	0.545143663965149	0.048141703207588
"1557"	"bicolor"	"Eelaea"	0	0	8	8	0.545143663965149	0.048141703207588
"1558"	"polaris"	"Eelaea"	0	0	40	8	0.545143663965149	0.048141703207588
"1559"	"cinerea x myrsinifolia"	"Eelaea"	0	0	15	8	0.545143663965149	0.048141703207588
"1560"	"fragilis x pentandra"	"Eelaea"	0	0	20	8	0.545143663965149	0.048141703207588
"1561"	"elaeagnos"	"Hcarin"	0	0	17	32	0.545143663965149	0.048141703207588
"1562"	"appendiculata"	"Hcarin"	3	0	5	32	0.344493791569958	0.0277054286114692
"1563"	"myrsinifolia"	"Hcarin"	3	0	34	32	0.344493791569958	0.0277054286114692
"1564"	"foetida"	"Hcarin"	2	0	18	32	0.392670223765779	0.0333507633690987
"1565"	"hastata"	"Hcarin"	3	0	24	32	0.344493791569958	0.0277054286114692
"1566"	"daphnoides"	"Hcarin"	0	0	16	32	0.545143663965149	0.048141703207588
"1567"	"helvetica"	"Hcarin"	4	0	26	32	0.306846955494385	0.0232433133556618
"1568"	"glaucosericea"	"Hcarin"	4	0	23	32	0.306846955494385	0.0232433133556618
"1569"	"cinerea"	"Hcarin"	0	0	13	32	0.545143663965149	0.048141703207588
"1570"	"purpurea"	"Hcarin"	0	0	41	32	0.545143663965149	0.048141703207588
"1571"	"alba"	"Hcarin"	0	0	2	32	0.545143663965149	0.048141703207588
"1572"	"fragilis"	"Hcarin"	0	0	19	32	0.545143663965149	0.048141703207588
"1573"	"repens"	"Hcarin"	0	0	42	32	0.545143663965149	0.048141703207588
"1574"	"lapponum"	"Hcarin"	0	0	29	32	0.545143663965149	0.048141703207588
"1575"	"myrsinites"	"Hcarin"	0	0	35	32	0.545143663965149	0.048141703207588
"1576"	"phylicifolia"	"Hcarin"	0	0	38	32	0.545143663965149	0.048141703207588
"1577"	"glauca"	"Hcarin"	0	0	22	32	0.545143663965149	0.048141703207588
"1578"	"caprea"	"Hcarin"	0	0	11	32	0.545143663965149	0.048141703207588
"1579"	"mielichhoferi"	"Hcarin"	0	0	33	32	0.545143663965149	0.048141703207588
"1580"	"waldsteiniana"	"Hcarin"	0	0	52	32	0.545143663965149	0.048141703207588
"1581"	"pentandra"	"Hcarin"	10	10	37	32	0.845365582601107	0.00862817355316313
"1582"	"breviserrata"	"Hcarin"	0	0	10	32	0.545143663965149	0.048141703207588
"1583"	"reticulata"	"Hcarin"	0	0	43	32	0.545143663965149	0.048141703207588
"1584"	"retusa"	"Hcarin"	0	0	44	32	0.545143663965149	0.048141703207588
"1585"	"aurita"	"Hcarin"	2	0	6	32	0.392670223765779	0.0333507633690987
"1586"	"triandra"	"Hcarin"	0	0	48	32	0.545143663965149	0.048141703207588
"1587"	"lanata"	"Hcarin"	0	0	28	32	0.545143663965149	0.048141703207588
"1588"	"herbacea"	"Hcarin"	0	0	27	32	0.545143663965149	0.048141703207588
"1589"	"borealis"	"Hcarin"	0	0	9	32	0.545143663965149	0.048141703207588
"1590"	"myrtilloides"	"Hcarin"	0	0	36	32	0.545143663965149	0.048141703207588
"1591"	"viminalis"	"Hcarin"	0	0	49	32	0.545143663965149	0.048141703207588
"1592"	"glabra"	"Hcarin"	0	0	21	32	0.545143663965149	0.048141703207588
"1593"	"apennina"	"Hcarin"	0	0	4	32	0.545143663965149	0.048141703207588
"1594"	"rubens"	"Hcarin"	0	0	46	32	0.545143663965149	0.048141703207588
"1595"	"rosmarinifolia"	"Hcarin"	0	0	45	32	0.545143663965149	0.048141703207588
"1596"	"caprea x appendiculata"	"Hcarin"	0	0	12	32	0.545143663965149	0.048141703207588
"1597"	"cinerea oleifolia"	"Hcarin"	0	0	14	32	0.545143663965149	0.048141703207588
"1598"	"viminalis x caprea"	"Hcarin"	0	0	51	32	0.545143663965149	0.048141703207588
"1599"	"viminalis x ?"	"Hcarin"	0	0	50	32	0.545143663965149	0.048141703207588
"1600"	"alpina?"	"Hcarin"	0	0	3	32	0.545143663965149	0.048141703207588
"1601"	"phylicifolia x caprea ?"	"Hcarin"	0	0	39	32	0.545143663965149	0.048141703207588
"1602"	"lapponum x glauca?"	"Hcarin"	0	0	31	32	0.545143663965149	0.048141703207588
"1603"	"lapponum x glauca"	"Hcarin"	0	0	30	32	0.545143663965149	0.048141703207588
"1604"	"aurita x caprea"	"Hcarin"	0	0	7	32	0.545143663965149	0.048141703207588
"1605"	"starkeana"	"Hcarin"	0	0	47	32	0.545143663965149	0.048141703207588
"1606"	"hastata x phylicifolia"	"Hcarin"	0	0	25	32	0.545143663965149	0.048141703207588
"1607"	"lapponum x phylicifolia"	"Hcarin"	0	0	32	32	0.545143663965149	0.048141703207588
"1608"	"acutifolia"	"Hcarin"	0	0	1	32	0.545143663965149	0.048141703207588
"1609"	"bicolor"	"Hcarin"	0	0	8	32	0.545143663965149	0.048141703207588
"1610"	"polaris"	"Hcarin"	0	0	40	32	0.545143663965149	0.048141703207588
"1611"	"cinerea x myrsinifolia"	"Hcarin"	0	0	15	32	0.545143663965149	0.048141703207588
"1612"	"fragilis x pentandra"	"Hcarin"	0	0	20	32	0.545143663965149	0.048141703207588
"1613"	"elaeagnos"	"Egemmh"	0	0	17	11	0.545143663965149	0.048141703207588
"1614"	"appendiculata"	"Egemmh"	3	0	5	11	0.344493791569958	0.0277054286114692
"1615"	"myrsinifolia"	"Egemmh"	4	0	34	11	0.306846955494385	0.0232433133556618
"1616"	"foetida"	"Egemmh"	5	0	18	11	0.276617725210864	0.0197130189271469
"1617"	"hastata"	"Egemmh"	10	0	24	11	0.185328786690772	0.00996536936807154
"1618"	"daphnoides"	"Egemmh"	0	0	16	11	0.545143663965149	0.048141703207588
"1619"	"helvetica"	"Egemmh"	24	24	26	11	0.919630833035568	0.00253544644932649
"1620"	"glaucosericea"	"Egemmh"	7	0	23	11	0.231086455862499	0.0146235144851536
"1621"	"cinerea"	"Egemmh"	0	0	13	11	0.545143663965149	0.048141703207588
"1622"	"purpurea"	"Egemmh"	1	0	41	11	0.456512080518707	0.0403384966949806
"1623"	"alba"	"Egemmh"	0	0	2	11	0.545143663965149	0.048141703207588
"1624"	"fragilis"	"Egemmh"	0	0	19	11	0.545143663965149	0.048141703207588
"1625"	"repens"	"Egemmh"	0	0	42	11	0.545143663965149	0.048141703207588
"1626"	"lapponum"	"Egemmh"	0	0	29	11	0.545143663965149	0.048141703207588
"1627"	"myrsinites"	"Egemmh"	0	0	35	11	0.545143663965149	0.048141703207588
"1628"	"phylicifolia"	"Egemmh"	0	0	38	11	0.545143663965149	0.048141703207588
"1629"	"glauca"	"Egemmh"	0	0	22	11	0.545143663965149	0.048141703207588
"1630"	"caprea"	"Egemmh"	0	0	11	11	0.545143663965149	0.048141703207588
"1631"	"mielichhoferi"	"Egemmh"	0	0	33	11	0.545143663965149	0.048141703207588
"1632"	"waldsteiniana"	"Egemmh"	0	0	52	11	0.545143663965149	0.048141703207588
"1633"	"pentandra"	"Egemmh"	4	0	37	11	0.306846955494385	0.0232433133556618
"1634"	"breviserrata"	"Egemmh"	1	0	10	11	0.456512080518707	0.0403384966949806
"1635"	"reticulata"	"Egemmh"	2	0	43	11	0.392670223765779	0.0333507633690987
"1636"	"retusa"	"Egemmh"	2	0	44	11	0.392670223765779	0.0333507633690987
"1637"	"aurita"	"Egemmh"	0	0	6	11	0.545143663965149	0.048141703207588
"1638"	"triandra"	"Egemmh"	0	0	48	11	0.545143663965149	0.048141703207588
"1639"	"lanata"	"Egemmh"	0	0	28	11	0.545143663965149	0.048141703207588
"1640"	"herbacea"	"Egemmh"	0	0	27	11	0.545143663965149	0.048141703207588
"1641"	"borealis"	"Egemmh"	0	0	9	11	0.545143663965149	0.048141703207588
"1642"	"myrtilloides"	"Egemmh"	0	0	36	11	0.545143663965149	0.048141703207588
"1643"	"viminalis"	"Egemmh"	0	0	49	11	0.545143663965149	0.048141703207588
"1644"	"glabra"	"Egemmh"	0	0	21	11	0.545143663965149	0.048141703207588
"1645"	"apennina"	"Egemmh"	0	0	4	11	0.545143663965149	0.048141703207588
"1646"	"rubens"	"Egemmh"	0	0	46	11	0.545143663965149	0.048141703207588
"1647"	"rosmarinifolia"	"Egemmh"	0	0	45	11	0.545143663965149	0.048141703207588
"1648"	"caprea x appendiculata"	"Egemmh"	0	0	12	11	0.545143663965149	0.048141703207588
"1649"	"cinerea oleifolia"	"Egemmh"	0	0	14	11	0.545143663965149	0.048141703207588
"1650"	"viminalis x caprea"	"Egemmh"	0	0	51	11	0.545143663965149	0.048141703207588
"1651"	"viminalis x ?"	"Egemmh"	0	0	50	11	0.545143663965149	0.048141703207588
"1652"	"alpina?"	"Egemmh"	0	0	3	11	0.545143663965149	0.048141703207588
"1653"	"phylicifolia x caprea ?"	"Egemmh"	0	0	39	11	0.545143663965149	0.048141703207588
"1654"	"lapponum x glauca?"	"Egemmh"	0	0	31	11	0.545143663965149	0.048141703207588
"1655"	"lapponum x glauca"	"Egemmh"	0	0	30	11	0.545143663965149	0.048141703207588
"1656"	"aurita x caprea"	"Egemmh"	0	0	7	11	0.545143663965149	0.048141703207588
"1657"	"starkeana"	"Egemmh"	0	0	47	11	0.545143663965149	0.048141703207588
"1658"	"hastata x phylicifolia"	"Egemmh"	0	0	25	11	0.545143663965149	0.048141703207588
"1659"	"lapponum x phylicifolia"	"Egemmh"	0	0	32	11	0.545143663965149	0.048141703207588
"1660"	"acutifolia"	"Egemmh"	0	0	1	11	0.545143663965149	0.048141703207588
"1661"	"bicolor"	"Egemmh"	0	0	8	11	0.545143663965149	0.048141703207588
"1662"	"polaris"	"Egemmh"	0	0	40	11	0.545143663965149	0.048141703207588
"1663"	"cinerea x myrsinifolia"	"Egemmh"	0	0	15	11	0.545143663965149	0.048141703207588
"1664"	"fragilis x pentandra"	"Egemmh"	0	0	20	11	0.545143663965149	0.048141703207588
"1665"	"elaeagnos"	"Hplicg"	0	0	17	40	0.545143663965149	0.048141703207588
"1666"	"appendiculata"	"Hplicg"	3	0	5	40	0.344493791569958	0.0277054286114692
"1667"	"myrsinifolia"	"Hplicg"	8	0	34	40	0.213514237305205	0.0127693799353529
"1668"	"foetida"	"Hplicg"	1	0	18	40	0.456512080518707	0.0403384966949806
"1669"	"hastata"	"Hplicg"	11	0	24	40	0.173853796416418	0.00889304589919713
"1670"	"daphnoides"	"Hplicg"	0	0	16	40	0.545143663965149	0.048141703207588
"1671"	"helvetica"	"Hplicg"	5	0	26	40	0.276617725210864	0.0197130189271469
"1672"	"glaucosericea"	"Hplicg"	10	10	23	40	0.845365582601107	0.00862817355316313
"1673"	"cinerea"	"Hplicg"	0	0	13	40	0.545143663965149	0.048141703207588
"1674"	"purpurea"	"Hplicg"	0	0	41	40	0.545143663965149	0.048141703207588
"1675"	"alba"	"Hplicg"	0	0	2	40	0.545143663965149	0.048141703207588
"1676"	"fragilis"	"Hplicg"	0	0	19	40	0.545143663965149	0.048141703207588
