"Salix"	"Rgaller"	"cooccur"	"interact"	"salix_ID"	"galler_ID"	"post_mean"	"post_SD"
"2515"	"mielichhoferi"	"Onorve"	0	0	33	80	0.545143663965149	0.048141703207588
"2516"	"waldsteiniana"	"Onorve"	0	0	52	80	0.545143663965149	0.048141703207588
"2517"	"pentandra"	"Onorve"	0	0	37	80	0.545143663965149	0.048141703207588
"2518"	"breviserrata"	"Onorve"	0	0	10	80	0.545143663965149	0.048141703207588
"2519"	"reticulata"	"Onorve"	0	0	43	80	0.545143663965149	0.048141703207588
"2520"	"retusa"	"Onorve"	0	0	44	80	0.545143663965149	0.048141703207588
"2521"	"aurita"	"Onorve"	0	0	6	80	0.545143663965149	0.048141703207588
"2522"	"triandra"	"Onorve"	0	0	48	80	0.545143663965149	0.048141703207588
"2523"	"lanata"	"Onorve"	1	0	28	80	0.456512080518707	0.0403384966949806
"2524"	"herbacea"	"Onorve"	0	0	27	80	0.545143663965149	0.048141703207588
"2525"	"borealis"	"Onorve"	5	5	9	80	0.769196024298372	0.0174898299416604
"2526"	"myrtilloides"	"Onorve"	1	0	36	80	0.456512080518707	0.0403384966949806
"2527"	"viminalis"	"Onorve"	0	0	49	80	0.545143663965149	0.048141703207588
"2528"	"glabra"	"Onorve"	0	0	21	80	0.545143663965149	0.048141703207588
"2529"	"apennina"	"Onorve"	0	0	4	80	0.545143663965149	0.048141703207588
"2530"	"rubens"	"Onorve"	0	0	46	80	0.545143663965149	0.048141703207588
"2531"	"rosmarinifolia"	"Onorve"	0	0	45	80	0.545143663965149	0.048141703207588
"2532"	"caprea x appendiculata"	"Onorve"	0	0	12	80	0.545143663965149	0.048141703207588
"2533"	"cinerea oleifolia"	"Onorve"	0	0	14	80	0.545143663965149	0.048141703207588
"2534"	"viminalis x caprea"	"Onorve"	0	0	51	80	0.545143663965149	0.048141703207588
"2535"	"viminalis x ?"	"Onorve"	0	0	50	80	0.545143663965149	0.048141703207588
"2536"	"alpina?"	"Onorve"	0	0	3	80	0.545143663965149	0.048141703207588
"2537"	"phylicifolia x caprea ?"	"Onorve"	0	0	39	80	0.545143663965149	0.048141703207588
"2538"	"lapponum x glauca?"	"Onorve"	0	0	31	80	0.545143663965149	0.048141703207588
"2539"	"lapponum x glauca"	"Onorve"	0	0	30	80	0.545143663965149	0.048141703207588
"2540"	"aurita x caprea"	"Onorve"	0	0	7	80	0.545143663965149	0.048141703207588
"2541"	"starkeana"	"Onorve"	1	0	47	80	0.456512080518707	0.0403384966949806
"2542"	"hastata x phylicifolia"	"Onorve"	1	0	25	80	0.456512080518707	0.0403384966949806
"2543"	"lapponum x phylicifolia"	"Onorve"	1	0	32	80	0.456512080518707	0.0403384966949806
"2544"	"acutifolia"	"Onorve"	0	0	1	80	0.545143663965149	0.048141703207588
"2545"	"bicolor"	"Onorve"	0	0	8	80	0.545143663965149	0.048141703207588
"2546"	"polaris"	"Onorve"	0	0	40	80	0.545143663965149	0.048141703207588
"2547"	"cinerea x myrsinifolia"	"Onorve"	0	0	15	80	0.545143663965149	0.048141703207588
"2548"	"fragilis x pentandra"	"Onorve"	0	0	20	80	0.545143663965149	0.048141703207588
"2549"	"elaeagnos"	"Ephyli"	0	0	17	20	0.545143663965149	0.048141703207588
"2550"	"appendiculata"	"Ephyli"	0	0	5	20	0.545143663965149	0.048141703207588
"2551"	"myrsinifolia"	"Ephyli"	3	0	34	20	0.344493791569958	0.0277054286114692
"2552"	"foetida"	"Ephyli"	0	0	18	20	0.545143663965149	0.048141703207588
"2553"	"hastata"	"Ephyli"	6	0	24	20	0.25181045234878	0.0168960197292283
"2554"	"daphnoides"	"Ephyli"	0	0	16	20	0.545143663965149	0.048141703207588
"2555"	"helvetica"	"Ephyli"	0	0	26	20	0.545143663965149	0.048141703207588
"2556"	"glaucosericea"	"Ephyli"	0	0	23	20	0.545143663965149	0.048141703207588
"2557"	"cinerea"	"Ephyli"	0	0	13	20	0.545143663965149	0.048141703207588
"2558"	"purpurea"	"Ephyli"	0	0	41	20	0.545143663965149	0.048141703207588
"2559"	"alba"	"Ephyli"	0	0	2	20	0.545143663965149	0.048141703207588
"2560"	"fragilis"	"Ephyli"	0	0	19	20	0.545143663965149	0.048141703207588
"2561"	"repens"	"Ephyli"	0	0	42	20	0.545143663965149	0.048141703207588
"2562"	"lapponum"	"Ephyli"	3	0	29	20	0.344493791569958	0.0277054286114692
"2563"	"myrsinites"	"Ephyli"	2	0	35	20	0.392670223765779	0.0333507633690987
"2564"	"phylicifolia"	"Ephyli"	8	8	38	20	0.821848239112745	0.0111335548399964
"2565"	"glauca"	"Ephyli"	2	0	22	20	0.392670223765779	0.0333507633690987
"2566"	"caprea"	"Ephyli"	0	0	11	20	0.545143663965149	0.048141703207588
"2567"	"mielichhoferi"	"Ephyli"	0	0	33	20	0.545143663965149	0.048141703207588
"2568"	"waldsteiniana"	"Ephyli"	0	0	52	20	0.545143663965149	0.048141703207588
"2569"	"pentandra"	"Ephyli"	0	0	37	20	0.545143663965149	0.048141703207588
"2570"	"breviserrata"	"Ephyli"	0	0	10	20	0.545143663965149	0.048141703207588
"2571"	"reticulata"	"Ephyli"	0	0	43	20	0.545143663965149	0.048141703207588
"2572"	"retusa"	"Ephyli"	0	0	44	20	0.545143663965149	0.048141703207588
"2573"	"aurita"	"Ephyli"	0	0	6	20	0.545143663965149	0.048141703207588
"2574"	"triandra"	"Ephyli"	0	0	48	20	0.545143663965149	0.048141703207588
"2575"	"lanata"	"Ephyli"	3	0	28	20	0.344493791569958	0.0277054286114692
"2576"	"herbacea"	"Ephyli"	0	0	27	20	0.545143663965149	0.048141703207588
"2577"	"borealis"	"Ephyli"	1	0	9	20	0.456512080518707	0.0403384966949806
"2578"	"myrtilloides"	"Ephyli"	0	0	36	20	0.545143663965149	0.048141703207588
"2579"	"viminalis"	"Ephyli"	0	0	49	20	0.545143663965149	0.048141703207588
"2580"	"glabra"	"Ephyli"	0	0	21	20	0.545143663965149	0.048141703207588
"2581"	"apennina"	"Ephyli"	0	0	4	20	0.545143663965149	0.048141703207588
"2582"	"rubens"	"Ephyli"	0	0	46	20	0.545143663965149	0.048141703207588
"2583"	"rosmarinifolia"	"Ephyli"	0	0	45	20	0.545143663965149	0.048141703207588
"2584"	"caprea x appendiculata"	"Ephyli"	0	0	12	20	0.545143663965149	0.048141703207588
"2585"	"cinerea oleifolia"	"Ephyli"	0	0	14	20	0.545143663965149	0.048141703207588
"2586"	"viminalis x caprea"	"Ephyli"	0	0	51	20	0.545143663965149	0.048141703207588
"2587"	"viminalis x ?"	"Ephyli"	0	0	50	20	0.545143663965149	0.048141703207588
"2588"	"alpina?"	"Ephyli"	0	0	3	20	0.545143663965149	0.048141703207588
"2589"	"phylicifolia x caprea ?"	"Ephyli"	0	0	39	20	0.545143663965149	0.048141703207588
"2590"	"lapponum x glauca?"	"Ephyli"	0	0	31	20	0.545143663965149	0.048141703207588
"2591"	"lapponum x glauca"	"Ephyli"	0	0	30	20	0.545143663965149	0.048141703207588
"2592"	"aurita x caprea"	"Ephyli"	0	0	7	20	0.545143663965149	0.048141703207588
"2593"	"starkeana"	"Ephyli"	0	0	47	20	0.545143663965149	0.048141703207588
"2594"	"hastata x phylicifolia"	"Ephyli"	0	0	25	20	0.545143663965149	0.048141703207588
"2595"	"lapponum x phylicifolia"	"Ephyli"	0	0	32	20	0.545143663965149	0.048141703207588
"2596"	"acutifolia"	"Ephyli"	0	0	1	20	0.545143663965149	0.048141703207588
"2597"	"bicolor"	"Ephyli"	0	0	8	20	0.545143663965149	0.048141703207588
"2598"	"polaris"	"Ephyli"	0	0	40	20	0.545143663965149	0.048141703207588
"2599"	"cinerea x myrsinifolia"	"Ephyli"	0	0	15	20	0.545143663965149	0.048141703207588
"2600"	"fragilis x pentandra"	"Ephyli"	0	0	20	20	0.545143663965149	0.048141703207588
"2601"	"elaeagnos"	"Ospeit"	0	0	17	90	0.545143663965149	0.048141703207588
"2602"	"appendiculata"	"Ospeit"	0	0	5	90	0.545143663965149	0.048141703207588
"2603"	"myrsinifolia"	"Ospeit"	0	0	34	90	0.545143663965149	0.048141703207588
"2604"	"foetida"	"Ospeit"	0	0	18	90	0.545143663965149	0.048141703207588
"2605"	"hastata"	"Ospeit"	2	0	24	90	0.392670223765779	0.0333507633690987
"2606"	"daphnoides"	"Ospeit"	0	0	16	90	0.545143663965149	0.048141703207588
"2607"	"helvetica"	"Ospeit"	0	0	26	90	0.545143663965149	0.048141703207588
"2608"	"glaucosericea"	"Ospeit"	0	0	23	90	0.545143663965149	0.048141703207588
"2609"	"cinerea"	"Ospeit"	0	0	13	90	0.545143663965149	0.048141703207588
"2610"	"purpurea"	"Ospeit"	0	0	41	90	0.545143663965149	0.048141703207588
"2611"	"alba"	"Ospeit"	0	0	2	90	0.545143663965149	0.048141703207588
"2612"	"fragilis"	"Ospeit"	0	0	19	90	0.545143663965149	0.048141703207588
"2613"	"repens"	"Ospeit"	0	0	42	90	0.545143663965149	0.048141703207588
"2614"	"lapponum"	"Ospeit"	2	0	29	90	0.392670223765779	0.0333507633690987
"2615"	"myrsinites"	"Ospeit"	3	3	35	90	0.712561671027177	0.0251289187183009
"2616"	"phylicifolia"	"Ospeit"	0	0	38	90	0.545143663965149	0.048141703207588
"2617"	"glauca"	"Ospeit"	2	0	22	90	0.392670223765779	0.0333507633690987
"2618"	"caprea"	"Ospeit"	0	0	11	90	0.545143663965149	0.048141703207588
"2619"	"mielichhoferi"	"Ospeit"	0	0	33	90	0.545143663965149	0.048141703207588
"2620"	"waldsteiniana"	"Ospeit"	0	0	52	90	0.545143663965149	0.048141703207588
"2621"	"pentandra"	"Ospeit"	0	0	37	90	0.545143663965149	0.048141703207588
"2622"	"breviserrata"	"Ospeit"	0	0	10	90	0.545143663965149	0.048141703207588
"2623"	"reticulata"	"Ospeit"	2	0	43	90	0.392670223765779	0.0333507633690987
"2624"	"retusa"	"Ospeit"	0	0	44	90	0.545143663965149	0.048141703207588
"2625"	"aurita"	"Ospeit"	0	0	6	90	0.545143663965149	0.048141703207588
"2626"	"triandra"	"Ospeit"	0	0	48	90	0.545143663965149	0.048141703207588
"2627"	"lanata"	"Ospeit"	1	0	28	90	0.456512080518707	0.0403384966949806
"2628"	"herbacea"	"Ospeit"	0	0	27	90	0.545143663965149	0.048141703207588
"2629"	"borealis"	"Ospeit"	0	0	9	90	0.545143663965149	0.048141703207588
"2630"	"myrtilloides"	"Ospeit"	0	0	36	90	0.545143663965149	0.048141703207588
"2631"	"viminalis"	"Ospeit"	0	0	49	90	0.545143663965149	0.048141703207588
"2632"	"glabra"	"Ospeit"	0	0	21	90	0.545143663965149	0.048141703207588
"2633"	"apennina"	"Ospeit"	0	0	4	90	0.545143663965149	0.048141703207588
"2634"	"rubens"	"Ospeit"	0	0	46	90	0.545143663965149	0.048141703207588
"2635"	"rosmarinifolia"	"Ospeit"	0	0	45	90	0.545143663965149	0.048141703207588
"2636"	"caprea x appendiculata"	"Ospeit"	0	0	12	90	0.545143663965149	0.048141703207588
"2637"	"cinerea oleifolia"	"Ospeit"	0	0	14	90	0.545143663965149	0.048141703207588
"2638"	"viminalis x caprea"	"Ospeit"	0	0	51	90	0.545143663965149	0.048141703207588
"2639"	"viminalis x ?"	"Ospeit"	0	0	50	90	0.545143663965149	0.048141703207588
"2640"	"alpina?"	"Ospeit"	0	0	3	90	0.545143663965149	0.048141703207588
"2641"	"phylicifolia x caprea ?"	"Ospeit"	0	0	39	90	0.545143663965149	0.048141703207588
"2642"	"lapponum x glauca?"	"Ospeit"	0	0	31	90	0.545143663965149	0.048141703207588
"2643"	"lapponum x glauca"	"Ospeit"	0	0	30	90	0.545143663965149	0.048141703207588
"2644"	"aurita x caprea"	"Ospeit"	0	0	7	90	0.545143663965149	0.048141703207588
"2645"	"starkeana"	"Ospeit"	0	0	47	90	0.545143663965149	0.048141703207588
"2646"	"hastata x phylicifolia"	"Ospeit"	0	0	25	90	0.545143663965149	0.048141703207588
"2647"	"lapponum x phylicifolia"	"Ospeit"	0	0	32	90	0.545143663965149	0.048141703207588
"2648"	"acutifolia"	"Ospeit"	0	0	1	90	0.545143663965149	0.048141703207588
"2649"	"bicolor"	"Ospeit"	0	0	8	90	0.545143663965149	0.048141703207588
"2650"	"polaris"	"Ospeit"	0	0	40	90	0.545143663965149	0.048141703207588
"2651"	"cinerea x myrsinifolia"	"Ospeit"	0	0	15	90	0.545143663965149	0.048141703207588
"2652"	"fragilis x pentandra"	"Ospeit"	0	0	20	90	0.545143663965149	0.048141703207588
"2653"	"elaeagnos"	"Obella"	0	0	17	58	0.545143663965149	0.048141703207588
"2654"	"appendiculata"	"Obella"	0	0	5	58	0.545143663965149	0.048141703207588
"2655"	"myrsinifolia"	"Obella"	0	0	34	58	0.545143663965149	0.048141703207588
"2656"	"foetida"	"Obella"	0	0	18	58	0.545143663965149	0.048141703207588
"2657"	"hastata"	"Obella"	0	0	24	58	0.545143663965149	0.048141703207588
"2658"	"daphnoides"	"Obella"	0	0	16	58	0.545143663965149	0.048141703207588
"2659"	"helvetica"	"Obella"	0	0	26	58	0.545143663965149	0.048141703207588
"2660"	"glaucosericea"	"Obella"	0	0	23	58	0.545143663965149	0.048141703207588
"2661"	"cinerea"	"Obella"	1	0	13	58	0.456512080518707	0.0403384966949806
"2662"	"purpurea"	"Obella"	1	0	41	58	0.456512080518707	0.0403384966949806
"2663"	"alba"	"Obella"	1	0	2	58	0.456512080518707	0.0403384966949806
"2664"	"fragilis"	"Obella"	0	0	19	58	0.545143663965149	0.048141703207588
"2665"	"repens"	"Obella"	0	0	42	58	0.545143663965149	0.048141703207588
"2666"	"lapponum"	"Obella"	0	0	29	58	0.545143663965149	0.048141703207588
"2667"	"myrsinites"	"Obella"	0	0	35	58	0.545143663965149	0.048141703207588
"2668"	"phylicifolia"	"Obella"	0	0	38	58	0.545143663965149	0.048141703207588
"2669"	"glauca"	"Obella"	0	0	22	58	0.545143663965149	0.048141703207588
"2670"	"caprea"	"Obella"	0	0	11	58	0.545143663965149	0.048141703207588
"2671"	"mielichhoferi"	"Obella"	0	0	33	58	0.545143663965149	0.048141703207588
"2672"	"waldsteiniana"	"Obella"	0	0	52	58	0.545143663965149	0.048141703207588
"2673"	"pentandra"	"Obella"	1	0	37	58	0.456512080518707	0.0403384966949806
"2674"	"breviserrata"	"Obella"	0	0	10	58	0.545143663965149	0.048141703207588
"2675"	"reticulata"	"Obella"	0	0	43	58	0.545143663965149	0.048141703207588
"2676"	"retusa"	"Obella"	0	0	44	58	0.545143663965149	0.048141703207588
"2677"	"aurita"	"Obella"	9	9	6	58	0.834437873019474	0.00976288079623201
"2678"	"triandra"	"Obella"	0	0	48	58	0.545143663965149	0.048141703207588
"2679"	"lanata"	"Obella"	0	0	28	58	0.545143663965149	0.048141703207588
"2680"	"herbacea"	"Obella"	0	0	27	58	0.545143663965149	0.048141703207588
"2681"	"borealis"	"Obella"	0	0	9	58	0.545143663965149	0.048141703207588
"2682"	"myrtilloides"	"Obella"	0	0	36	58	0.545143663965149	0.048141703207588
"2683"	"viminalis"	"Obella"	0	0	49	58	0.545143663965149	0.048141703207588
"2684"	"glabra"	"Obella"	0	0	21	58	0.545143663965149	0.048141703207588
"2685"	"apennina"	"Obella"	0	0	4	58	0.545143663965149	0.048141703207588
"2686"	"rubens"	"Obella"	0	0	46	58	0.545143663965149	0.048141703207588
"2687"	"rosmarinifolia"	"Obella"	1	0	45	58	0.456512080518707	0.0403384966949806
"2688"	"caprea x appendiculata"	"Obella"	0	0	12	58	0.545143663965149	0.048141703207588
"2689"	"cinerea oleifolia"	"Obella"	0	0	14	58	0.545143663965149	0.048141703207588
"2690"	"viminalis x caprea"	"Obella"	0	0	51	58	0.545143663965149	0.048141703207588
"2691"	"viminalis x ?"	"Obella"	0	0	50	58	0.545143663965149	0.048141703207588
"2692"	"alpina?"	"Obella"	0	0	3	58	0.545143663965149	0.048141703207588
"2693"	"phylicifolia x caprea ?"	"Obella"	0	0	39	58	0.545143663965149	0.048141703207588
"2694"	"lapponum x glauca?"	"Obella"	0	0	31	58	0.545143663965149	0.048141703207588
"2695"	"lapponum x glauca"	"Obella"	0	0	30	58	0.545143663965149	0.048141703207588
"2696"	"aurita x caprea"	"Obella"	0	0	7	58	0.545143663965149	0.048141703207588
"2697"	"starkeana"	"Obella"	0	0	47	58	0.545143663965149	0.048141703207588
"2698"	"hastata x phylicifolia"	"Obella"	0	0	25	58	0.545143663965149	0.048141703207588
"2699"	"lapponum x phylicifolia"	"Obella"	0	0	32	58	0.545143663965149	0.048141703207588
"2700"	"acutifolia"	"Obella"	0	0	1	58	0.545143663965149	0.048141703207588
"2701"	"bicolor"	"Obella"	0	0	8	58	0.545143663965149	0.048141703207588
"2702"	"polaris"	"Obella"	0	0	40	58	0.545143663965149	0.048141703207588
"2703"	"cinerea x myrsinifolia"	"Obella"	0	0	15	58	0.545143663965149	0.048141703207588
"2704"	"fragilis x pentandra"	"Obella"	0	0	20	58	0.545143663965149	0.048141703207588
"2705"	"elaeagnos"	"Hpruss"	0	0	17	44	0.545143663965149	0.048141703207588
"2706"	"appendiculata"	"Hpruss"	0	0	5	44	0.545143663965149	0.048141703207588
"2707"	"myrsinifolia"	"Hpruss"	2	0	34	44	0.392670223765779	0.0333507633690987
"2708"	"foetida"	"Hpruss"	0	0	18	44	0.545143663965149	0.048141703207588
"2709"	"hastata"	"Hpruss"	0	0	24	44	0.545143663965149	0.048141703207588
"2710"	"daphnoides"	"Hpruss"	1	0	16	44	0.456512080518707	0.0403384966949806
"2711"	"helvetica"	"Hpruss"	0	0	26	44	0.545143663965149	0.048141703207588
"2712"	"glaucosericea"	"Hpruss"	0	0	23	44	0.545143663965149	0.048141703207588
"2713"	"cinerea"	"Hpruss"	62	61	13	44	0.950219185019895	0.000704426107757025
"2714"	"purpurea"	"Hpruss"	10	0	41	44	0.185328786690772	0.00996536936807154
"2715"	"alba"	"Hpruss"	6	0	2	44	0.25181045234878	0.0168960197292283
"2716"	"fragilis"	"Hpruss"	3	0	19	44	0.344493791569958	0.0277054286114692
"2717"	"repens"	"Hpruss"	0	0	42	44	0.545143663965149	0.048141703207588
"2718"	"lapponum"	"Hpruss"	0	0	29	44	0.545143663965149	0.048141703207588
"2719"	"myrsinites"	"Hpruss"	0	0	35	44	0.545143663965149	0.048141703207588
"2720"	"phylicifolia"	"Hpruss"	0	0	38	44	0.545143663965149	0.048141703207588
"2721"	"glauca"	"Hpruss"	0	0	22	44	0.545143663965149	0.048141703207588
"2722"	"caprea"	"Hpruss"	12	0	11	44	0.163716945113043	0.00798299443451262
"2723"	"mielichhoferi"	"Hpruss"	0	0	33	44	0.545143663965149	0.048141703207588
"2724"	"waldsteiniana"	"Hpruss"	0	0	52	44	0.545143663965149	0.048141703207588
"2725"	"pentandra"	"Hpruss"	2	0	37	44	0.392670223765779	0.0333507633690987
"2726"	"breviserrata"	"Hpruss"	0	0	10	44	0.545143663965149	0.048141703207588
"2727"	"reticulata"	"Hpruss"	0	0	43	44	0.545143663965149	0.048141703207588
"2728"	"retusa"	"Hpruss"	0	0	44	44	0.545143663965149	0.048141703207588
"2729"	"aurita"	"Hpruss"	7	0	6	44	0.231086455862499	0.0146235144851536
"2730"	"triandra"	"Hpruss"	0	0	48	44	0.545143663965149	0.048141703207588
"2731"	"lanata"	"Hpruss"	0	0	28	44	0.545143663965149	0.048141703207588
"2732"	"herbacea"	"Hpruss"	0	0	27	44	0.545143663965149	0.048141703207588
"2733"	"borealis"	"Hpruss"	0	0	9	44	0.545143663965149	0.048141703207588
"2734"	"myrtilloides"	"Hpruss"	0	0	36	44	0.545143663965149	0.048141703207588
"2735"	"viminalis"	"Hpruss"	11	0	49	44	0.173853796416418	0.00889304589919713
"2736"	"glabra"	"Hpruss"	0	0	21	44	0.545143663965149	0.048141703207588
"2737"	"apennina"	"Hpruss"	0	0	4	44	0.545143663965149	0.048141703207588
"2738"	"rubens"	"Hpruss"	0	0	46	44	0.545143663965149	0.048141703207588
"2739"	"rosmarinifolia"	"Hpruss"	0	0	45	44	0.545143663965149	0.048141703207588
"2740"	"caprea x appendiculata"	"Hpruss"	0	0	12	44	0.545143663965149	0.048141703207588
"2741"	"cinerea oleifolia"	"Hpruss"	0	0	14	44	0.545143663965149	0.048141703207588
"2742"	"viminalis x caprea"	"Hpruss"	0	0	51	44	0.545143663965149	0.048141703207588
"2743"	"viminalis x ?"	"Hpruss"	0	0	50	44	0.545143663965149	0.048141703207588
"2744"	"alpina?"	"Hpruss"	0	0	3	44	0.545143663965149	0.048141703207588
"2745"	"phylicifolia x caprea ?"	"Hpruss"	0	0	39	44	0.545143663965149	0.048141703207588
"2746"	"lapponum x glauca?"	"Hpruss"	0	0	31	44	0.545143663965149	0.048141703207588
"2747"	"lapponum x glauca"	"Hpruss"	0	0	30	44	0.545143663965149	0.048141703207588
"2748"	"aurita x caprea"	"Hpruss"	0	0	7	44	0.545143663965149	0.048141703207588
"2749"	"starkeana"	"Hpruss"	0	0	47	44	0.545143663965149	0.048141703207588
"2750"	"hastata x phylicifolia"	"Hpruss"	0	0	25	44	0.545143663965149	0.048141703207588
"2751"	"lapponum x phylicifolia"	"Hpruss"	0	0	32	44	0.545143663965149	0.048141703207588
"2752"	"acutifolia"	"Hpruss"	0	0	1	44	0.545143663965149	0.048141703207588
"2753"	"bicolor"	"Hpruss"	0	0	8	44	0.545143663965149	0.048141703207588
"2754"	"polaris"	"Hpruss"	0	0	40	44	0.545143663965149	0.048141703207588
"2755"	"cinerea x myrsinifolia"	"Hpruss"	1	1	15	44	0.619095981433509	0.0383399091115139
"2756"	"fragilis x pentandra"	"Hpruss"	1	0	20	44	0.456512080518707	0.0403384966949806
"2757"	"elaeagnos"	"Odolic"	0	0	17	62	0.545143663965149	0.048141703207588
"2758"	"appendiculata"	"Odolic"	0	0	5	62	0.545143663965149	0.048141703207588
"2759"	"myrsinifolia"	"Odolic"	3	0	34	62	0.344493791569958	0.0277054286114692
"2760"	"foetida"	"Odolic"	0	0	18	62	0.545143663965149	0.048141703207588
"2761"	"hastata"	"Odolic"	3	0	24	62	0.344493791569958	0.0277054286114692
"2762"	"daphnoides"	"Odolic"	0	0	16	62	0.545143663965149	0.048141703207588
"2763"	"helvetica"	"Odolic"	0	0	26	62	0.545143663965149	0.048141703207588
"2764"	"glaucosericea"	"Odolic"	0	0	23	62	0.545143663965149	0.048141703207588
"2765"	"cinerea"	"Odolic"	0	0	13	62	0.545143663965149	0.048141703207588
"2766"	"purpurea"	"Odolic"	0	0	41	62	0.545143663965149	0.048141703207588
"2767"	"alba"	"Odolic"	0	0	2	62	0.545143663965149	0.048141703207588
"2768"	"fragilis"	"Odolic"	0	0	19	62	0.545143663965149	0.048141703207588
"2769"	"repens"	"Odolic"	0	0	42	62	0.545143663965149	0.048141703207588
"2770"	"lapponum"	"Odolic"	6	0	29	62	0.25181045234878	0.0168960197292283
"2771"	"myrsinites"	"Odolic"	1	0	35	62	0.456512080518707	0.0403384966949806
"2772"	"phylicifolia"	"Odolic"	12	12	38	62	0.863398045830175	0.00687680755217511
"2773"	"glauca"	"Odolic"	5	0	22	62	0.276617725210864	0.0197130189271469
"2774"	"caprea"	"Odolic"	1	0	11	62	0.456512080518707	0.0403384966949806
"2775"	"mielichhoferi"	"Odolic"	1	0	33	62	0.456512080518707	0.0403384966949806
"2776"	"waldsteiniana"	"Odolic"	0	0	52	62	0.545143663965149	0.048141703207588
"2777"	"pentandra"	"Odolic"	0	0	37	62	0.545143663965149	0.048141703207588
"2778"	"breviserrata"	"Odolic"	0	0	10	62	0.545143663965149	0.048141703207588
"2779"	"reticulata"	"Odolic"	0	0	43	62	0.545143663965149	0.048141703207588
"2780"	"retusa"	"Odolic"	0	0	44	62	0.545143663965149	0.048141703207588
"2781"	"aurita"	"Odolic"	0	0	6	62	0.545143663965149	0.048141703207588
"2782"	"triandra"	"Odolic"	0	0	48	62	0.545143663965149	0.048141703207588
"2783"	"lanata"	"Odolic"	4	0	28	62	0.306846955494385	0.0232433133556618
"2784"	"herbacea"	"Odolic"	1	0	27	62	0.456512080518707	0.0403384966949806
"2785"	"borealis"	"Odolic"	1	0	9	62	0.456512080518707	0.0403384966949806
"2786"	"myrtilloides"	"Odolic"	1	0	36	62	0.456512080518707	0.0403384966949806
"2787"	"viminalis"	"Odolic"	0	0	49	62	0.545143663965149	0.048141703207588
"2788"	"glabra"	"Odolic"	0	0	21	62	0.545143663965149	0.048141703207588
"2789"	"apennina"	"Odolic"	0	0	4	62	0.545143663965149	0.048141703207588
"2790"	"rubens"	"Odolic"	0	0	46	62	0.545143663965149	0.048141703207588
"2791"	"rosmarinifolia"	"Odolic"	0	0	45	62	0.545143663965149	0.048141703207588
"2792"	"caprea x appendiculata"	"Odolic"	0	0	12	62	0.545143663965149	0.048141703207588
"2793"	"cinerea oleifolia"	"Odolic"	0	0	14	62	0.545143663965149	0.048141703207588
"2794"	"viminalis x caprea"	"Odolic"	0	0	51	62	0.545143663965149	0.048141703207588
"2795"	"viminalis x ?"	"Odolic"	0	0	50	62	0.545143663965149	0.048141703207588
"2796"	"alpina?"	"Odolic"	0	0	3	62	0.545143663965149	0.048141703207588
"2797"	"phylicifolia x caprea ?"	"Odolic"	0	0	39	62	0.545143663965149	0.048141703207588
"2798"	"lapponum x glauca?"	"Odolic"	0	0	31	62	0.545143663965149	0.048141703207588
"2799"	"lapponum x glauca"	"Odolic"	0	0	30	62	0.545143663965149	0.048141703207588
"2800"	"aurita x caprea"	"Odolic"	0	0	7	62	0.545143663965149	0.048141703207588
"2801"	"starkeana"	"Odolic"	1	0	47	62	0.456512080518707	0.0403384966949806
"2802"	"hastata x phylicifolia"	"Odolic"	1	0	25	62	0.456512080518707	0.0403384966949806
"2803"	"lapponum x phylicifolia"	"Odolic"	1	0	32	62	0.456512080518707	0.0403384966949806
"2804"	"acutifolia"	"Odolic"	0	0	1	62	0.545143663965149	0.048141703207588
"2805"	"bicolor"	"Odolic"	1	1	8	62	0.619095981433509	0.0383399091115139
"2806"	"polaris"	"Odolic"	0	0	40	62	0.545143663965149	0.048141703207588
"2807"	"cinerea x myrsinifolia"	"Odolic"	0	0	15	62	0.545143663965149	0.048141703207588
"2808"	"fragilis x pentandra"	"Odolic"	0	0	20	62	0.545143663965149	0.048141703207588
"2809"	"elaeagnos"	"Hspira"	1	0	17	52	0.456512080518707	0.0403384966949806
"2810"	"appendiculata"	"Hspira"	18	18	5	52	0.898801414631129	0.00392893293366544
"2811"	"myrsinifolia"	"Hspira"	3	0	34	52	0.344493791569958	0.0277054286114692
"2812"	"foetida"	"Hspira"	1	0	18	52	0.456512080518707	0.0403384966949806
"2813"	"hastata"	"Hspira"	3	0	24	52	0.344493791569958	0.0277054286114692
"2814"	"daphnoides"	"Hspira"	2	0	16	52	0.392670223765779	0.0333507633690987
"2815"	"helvetica"	"Hspira"	3	0	26	52	0.344493791569958	0.0277054286114692
"2816"	"glaucosericea"	"Hspira"	3	0	23	52	0.344493791569958	0.0277054286114692
"2817"	"cinerea"	"Hspira"	0	0	13	52	0.545143663965149	0.048141703207588
"2818"	"purpurea"	"Hspira"	3	0	41	52	0.344493791569958	0.0277054286114692
"2819"	"alba"	"Hspira"	0	0	2	52	0.545143663965149	0.048141703207588
"2820"	"fragilis"	"Hspira"	0	0	19	52	0.545143663965149	0.048141703207588
"2821"	"repens"	"Hspira"	0	0	42	52	0.545143663965149	0.048141703207588
"2822"	"lapponum"	"Hspira"	0	0	29	52	0.545143663965149	0.048141703207588
"2823"	"myrsinites"	"Hspira"	0	0	35	52	0.545143663965149	0.048141703207588
"2824"	"phylicifolia"	"Hspira"	0	0	38	52	0.545143663965149	0.048141703207588
