"Web" "Proportion" "Obs_NODF" "Sample_mean" "Sample_SD"
"1" "P1.web" "0.5" "14.746491406104" "7.70405468011189" "0.108987232263821"
"2" "P1.web" "0.6" "14.746491406104" "9.18224959010641" "0.11573751645349"
"3" "P1.web" "0.7" "14.746491406104" "10.6180384327862" "0.117274519839871"
"4" "P1.web" "0.8" "14.746491406104" "12.024641046355" "0.124492255288449"
"5" "P1.web" "0.9" "14.746491406104" "13.4489505712449" "0.0964561836922801"
"6" "P1.web" "0.95" "14.746491406104" "14.1320124263601" "0.079684588368916"
"7" "P1.web" "0.99" "14.746491406104" "14.6651659634072" "0.0589003175712189"
"8" "P2.web" "0.5" "14.8538480263456" "7.79473361928062" "0.10776408532291"
"9" "P2.web" "0.6" "14.8538480263456" "9.22312311671349" "0.11942575102347"
"10" "P2.web" "0.7" "14.8538480263456" "10.6903031471777" "0.117499153716031"
"11" "P2.web" "0.8" "14.8538480263456" "12.0998121649263" "0.134461672199037"
"12" "P2.web" "0.9" "14.8538480263456" "13.4614218300794" "0.11229404829655"
"13" "P2.web" "0.95" "14.8538480263456" "14.1453196635422" "0.0999807966073722"
"14" "P2.web" "0.99" "14.8538480263456" "14.6946919531792" "0.0565098295796259"
"15" "P3.web" "0.5" "14.5386170722417" "7.55421716827279" "0.102080141247865"
"16" "P3.web" "0.6" "14.5386170722417" "8.99328924665785" "0.126518320270845"
"17" "P3.web" "0.7" "14.5386170722417" "10.4615045834028" "0.11394157138732"
"18" "P3.web" "0.8" "14.5386170722417" "11.8622052430635" "0.104170503747424"
"19" "P3.web" "0.9" "14.5386170722417" "13.2518663660459" "0.0973689927604337"
"20" "P3.web" "0.95" "14.5386170722417" "13.9242548666734" "0.0835909038431335"
"21" "P3.web" "0.99" "14.5386170722417" "14.4400091106133" "0.0542207327522424"
"22" "P4.web" "0.5" "14.7607053693509" "7.60357556910997" "0.114552428914352"
"23" "P4.web" "0.6" "14.7607053693509" "9.07374815281533" "0.12149355854554"
"24" "P4.web" "0.7" "14.7607053693509" "10.5032114742097" "0.111479281034967"
"25" "P4.web" "0.8" "14.7607053693509" "11.8970152321972" "0.103047800267158"
"26" "P4.web" "0.9" "14.7607053693509" "13.3184342039291" "0.0951260328817718"
"27" "P4.web" "0.95" "14.7607053693509" "14.0399989078694" "0.0692739738361915"
"28" "P4.web" "0.99" "14.7607053693509" "14.5938555416018" "0.0492808905834841"
"29" "P5.web" "0.5" "14.818940387547" "7.78308153449819" "0.129065049247569"
"30" "P5.web" "0.6" "14.818940387547" "9.25926474901888" "0.128750793647611"
"31" "P5.web" "0.7" "14.818940387547" "10.6794346465698" "0.129965962754655"
"32" "P5.web" "0.8" "14.818940387547" "12.1200946746645" "0.117529422183412"
