Web	Proportion	Obs_LperSalix	Sample_mean	Sample_SD
83	0.1	18.119047619	2.29334837874	0.0868204403996
84	0.1	18.5555555556	2.30130784823	0.0926572715776
85	0.1	17.9126984127	2.26672969115	0.0876402177495
86	0.1	18.4047619048	2.29553086642	0.0824135754745
87	0.1	17.7301587302	2.27903317613	0.0870662750851
88	0.1	18.3412698413	2.30820009996	0.08719748461
89	0.1	17.8015873016	2.26603104709	0.0787166472646
90	0.1	18.5873015873	2.33113038415	0.0930049620344
91	0.1	18.5714285714	2.31766610928	0.0756867145875
92	0.1	18.4206349206	2.29377920737	0.0849706914838
93	0.1	18.0555555556	2.27913597626	0.0856221398011
94	0.1	18.753968254	2.32980361756	0.0941790043462
95	0.1	17.5555555556	2.24836524045	0.0956333049111
96	0.1	18.4761904762	2.29993310153	0.0750856591212
97	0.1	18.0476190476	2.28971439281	0.0862053701508
98	0.1	18.3492063492	2.30354507851	0.0897030054284
99	0.1	18.5476190476	2.30063358109	0.0694010174832
100	0.1	17.9444444444	2.27577109946	0.0837133714725
1	0.7	18.3015873016	12.3650793651	3.5527136788e-15
2	0.7	18.1428571429	12.4603174603	5.3290705182e-15
3	0.7	17.8333333333	12.5317460317	1.7763568394e-15
4	0.7	18.2857142857	12.9523809524	1.7763568394e-15
5	0.7	18.373015873	13.0317460317	5.3290705182e-15
6	0.7	18.0634920635	12.8650793651	3.5527136788e-15
7	0.7	17.6746031746	12.5158730159	1.7763568394e-15
8	0.7	18.1904761905	12.5327485714	0.00997514389328
9	0.7	17.8492063492	12.6825396825	1.7763568394e-15
10	0.7	17.9920634921	12.7777777778	0.0
11	0.7	18.3492063492	12.8492063492	0.0
12	0.7	18.5158730159	13.0317460317	5.3290705182e-15
13	0.7	18.8412698413	12.8095238095	1.7763568394e-15
14	0.7	18.0634920635	12.8353866667	0.0143733333333
15	0.7	18.4841269841	12.6438685714	0.010063587221
16	0.7	18.4365079365	12.6438685714	0.010063587221
17	0.7	18.373015873	12.7391142857	0.0101393957877
18	0.7	18.2857142857	12.9920634921	5.3290705182e-15
19	0.7	18.6666666667	12.5158730159	1.7763568394e-15
20	0.7	18.2857142857	12.8740457143	0.0102467912571
21	0.7	18.0555555556	12.9365079365	0.0
22	0.7	18.0476190476	12.6746031746	0.0
23	0.7	18.5396825397	12.7946742857	0.0101836174515
24	0.7	18.3253968254	12.5317460317	1.7763568394e-15
25	0.7	18.8253968254	12.9523809524	1.7763568394e-15
26	0.7	18.1111111111	12.5079365079	5.3290705182e-15
27	0.7	18.1349206349	12.7470514286	0.0101457131682
28	0.7	18.1825396825	12.6666666667	3.5527136788e-15
29	0.7	18.746031746	12.8333333333	3.5527136788e-15
30	0.7	18.4285714286	12.9216685714	0.0102846955404
31	0.7	17.9603174603	13.1280342857	0.0104489474348
32	0.7	18.4682539683	12.626984127	1.7763568394e-15
33	0.7	18.380952381	12.9365079365	0.0
34	0.7	18.8650793651	12.626984127	1.7763568394e-15
35	0.7	18.3174603175	12.873015873	1.7763568394e-15
36	0.7	17.9841269841	12.8650793651	3.5527136788e-15
37	0.7	18.3650793651	12.8095238095	1.7763568394e-15
38	0.7	18.2936507937	12.6984126984	3.5527136788e-15
39	0.7	17.9206349206	12.753968254	1.7763568394e-15
40	0.7	18.3412698413	12.746031746	1.7763568394e-15
41	0.7	18.4920634921	12.6031746032	7.1054273576e-15
42	0.7	18.0952380952	12.8650793651	3.5527136788e-15
43	0.7	18.3888888889	12.5099377778	0.0140088888889
44	0.7	18.2063492063	13.0873015873	3.5527136788e-15
45	0.7	18.619047619	12.8571428571	1.7763568394e-15
46	0.7	18.626984127	13.1984126984	5.3290705182e-15
47	0.7	18.6587301587	12.7222222222	0.0
48	0.7	18.0873015873	12.8691961905	0.0201682431647
49	0.7	18.0952380952	12.5396825397	5.3290705182e-15
50	0.7	18.0793650794	12.5238095238	1.7763568394e-15
51	0.7	18.4047619048	12.2718044444	0.0137422222222
52	0.7	18.2777777778	12.9047619048	3.5527136788e-15
53	0.7	18.5634920635	12.8333333333	3.5527136788e-15
54	0.7	18.0238095238	13.0407257143	0.0103794562487
55	0.7	18.2619047619	12.8888888889	0.0
56	0.7	17.619047619	12.8095238095	1.7763568394e-15
57	0.7	18.126984127	12.8492063492	0.0
58	0.7	18.746031746	12.9126984127	3.5527136788e-15
59	0.7	18.3412698413	12.7142857143	1.7763568394e-15
60	0.7	18.4920634921	12.9126984127	3.5527136788e-15
61	0.7	18.2936507937	12.9761904762	1.7763568394e-15
62	0.7	18.7619047619	12.7380952381	1.7763568394e-15
63	0.7	18.2301587302	12.6518057143	0.0100699046016
64	0.7	18.5	13.1428571429	1.7763568394e-15
65	0.7	18.2222222222	12.6984126984	3.5527136788e-15
66	0.7	18.2380952381	12.5714285714	5.3290705182e-15
67	0.7	18.126984127	12.619047619	3.5527136788e-15
68	0.7	18.246031746	13.1031746032	7.1054273576e-15
69	0.7	18.3253968254	12.753968254	1.7763568394e-15
70	0.7	17.9047619048	12.9285714286	7.1054273576e-15
71	0.7	18.0238095238	12.6349206349	3.5527136788e-15
72	0.7	18.3492063492	12.8174603175	0.0
73	0.7	17.9126984127	12.4444444444	3.5527136788e-15
74	0.7	18.5396825397	12.9485866667	0.0202926616913
75	0.7	18.0396825397	12.7619047619	1.7763568394e-15
76	0.7	17.8174603175	12.7153028571	0.010120443646
77	0.7	18.1984126984	12.8492063492	0.0
78	0.7	18.4126984127	13.0793650794	0.0
79	0.7	18.0634920635	12.5396825397	5.3290705182e-15
80	0.7	18.3492063492	12.6349206349	3.5527136788e-15
81	0.7	18.380952381	12.7301587302	5.3290705182e-15
82	0.7	18.6111111111	12.5793650794	1.7763568394e-15
83	0.7	18.119047619	12.8492063492	0.0
84	0.7	18.5555555556	12.9385777778	0.0144888888889
85	0.7	17.9126984127	12.9047619048	3.5527136788e-15
86	0.7	18.4047619048	12.6428571429	1.7763568394e-15
87	0.7	17.7301587302	12.9523809524	1.7763568394e-15
88	0.7	18.3412698413	12.4603174603	5.3290705182e-15
89	0.7	17.8015873016	12.7777777778	0.0
90	0.7	18.5873015873	12.8095238095	1.7763568394e-15
91	0.7	18.5714285714	12.7698412698	5.3290705182e-15
92	0.7	18.4206349206	12.619047619	3.5527136788e-15
93	0.7	18.0555555556	12.8888888889	0.0
94	0.7	18.753968254	12.5883085714	0.0100193655571
95	0.7	17.5555555556	12.9126984127	3.5527136788e-15
96	0.7	18.4761904762	12.44544	0.00990565270719
97	0.7	18.0476190476	12.9227022222	0.0144711111111
98	0.7	18.3492063492	12.7222222222	0.0
99	0.7	18.5476190476	12.9761904762	1.7763568394e-15
100	0.7	17.9444444444	12.873015873	1.7763568394e-15
