Web	Proportion	Obs_C	Sample_mean	Sample_SD
1	0.5	0.518229166667	0.259014423077	5.55111512313e-17
2	0.5	0.525040064103	0.262419871795	0.0
3	0.5	0.539463141026	0.269631410256	1.11022302463e-16
4	0.5	0.52203525641	0.261017628205	0.0
5	0.5	0.532852564103	0.266426282051	1.11022302463e-16
6	0.5	0.521233974359	0.260616987179	5.55111512313e-17
7	0.5	0.530048076923	0.265024038462	0.0
8	0.5	0.529246794872	0.264623397436	0.0
9	0.5	0.523637820513	0.261818910256	1.11022302463e-16
10	0.5	0.520032051282	0.260016025641	5.55111512313e-17
11	0.5	0.513621794872	0.256810897436	0.0
12	0.5	0.516826923077	0.258413461538	0.0
13	0.5	0.515825320513	0.2578125	0.0
14	0.5	0.535056089744	0.267427884615	5.55111512313e-17
15	0.5	0.524439102564	0.262219551282	5.55111512313e-17
16	0.5	0.531650641026	0.265825320513	5.55111512313e-17
17	0.5	0.519030448718	0.259415064103	0.0
18	0.5	0.527844551282	0.263822115385	5.55111512313e-17
19	0.5	0.51702724359	0.258413461538	0.0
20	0.5	0.519631410256	0.259815705128	0.0
21	0.5	0.52483974359	0.262419871795	0.0
22	0.5	0.522435897436	0.261217948718	5.55111512313e-17
23	0.5	0.524038461538	0.262019230769	0.0
24	0.5	0.516426282051	0.258213141026	5.55111512313e-17
25	0.5	0.527043269231	0.263421474359	5.55111512313e-17
26	0.5	0.511418269231	0.255608974359	5.55111512313e-17
27	0.5	0.509415064103	0.254607371795	0.0
28	0.5	0.518830128205	0.259415064103	0.0
29	0.5	0.524639423077	0.262219551282	5.55111512313e-17
30	0.5	0.538060897436	0.269030448718	5.55111512313e-17
31	0.5	0.514423076923	0.257211538462	0.0
32	0.5	0.531450320513	0.265625	0.0
33	0.5	0.522636217949	0.261217948718	5.55111512313e-17
34	0.5	0.534054487179	0.26702724359	5.55111512313e-17
35	0.5	0.526442307692	0.263221153846	1.11022302463e-16
36	0.5	0.527443910256	0.263621794872	0.0
37	0.5	0.52203525641	0.261017628205	0.0
38	0.5	0.533653846154	0.266826923077	5.55111512313e-17
39	0.5	0.521634615385	0.260817307692	1.11022302463e-16
40	0.5	0.528846153846	0.264423076923	5.55111512313e-17
41	0.5	0.536258012821	0.268028846154	1.11022302463e-16
42	0.5	0.520232371795	0.260016025641	5.55111512313e-17
43	0.5	0.52203525641	0.261017628205	0.0
44	0.5	0.518229166667	0.259014423077	5.55111512313e-17
45	0.5	0.524439102564	0.262219551282	5.55111512313e-17
46	0.5	0.525641025641	0.262820512821	5.55111512313e-17
47	0.5	0.514022435897	0.257011217949	1.11022302463e-16
48	0.5	0.526442307692	0.263221153846	1.11022302463e-16
49	0.5	0.521834935897	0.260817307692	1.11022302463e-16
50	0.5	0.518429487179	0.25921474359	5.55111512313e-17
51	0.5	0.530649038462	0.265224358974	5.55111512313e-17
52	0.5	0.526041666667	0.263020833333	0.0
53	0.5	0.515424679487	0.257612179487	5.55111512313e-17
54	0.5	0.519431089744	0.259615384615	5.55111512313e-17
55	0.5	0.526442307692	0.263221153846	1.11022302463e-16
56	0.5	0.520833333333	0.260416666667	0.0
57	0.5	0.52203525641	0.261017628205	0.0
58	0.5	0.52483974359	0.262419871795	0.0
59	0.5	0.512620192308	0.256209935897	0.0
60	0.5	0.513822115385	0.256810897436	0.0
61	0.5	0.526442307692	0.263221153846	1.11022302463e-16
62	0.5	0.522435897436	0.261217948718	5.55111512313e-17
63	0.5	0.533453525641	0.266626602564	0.0
64	0.5	0.528445512821	0.26422275641	5.55111512313e-17
65	0.5	0.523637820513	0.261818910256	1.11022302463e-16
66	0.5	0.519431089744	0.259615384615	5.55111512313e-17
67	0.5	0.504607371795	0.252203525641	5.55111512313e-17
68	0.5	0.52984775641	0.264823717949	1.11022302463e-16
69	0.5	0.529246794872	0.264623397436	0.0
70	0.5	0.524038461538	0.262019230769	0.0
71	0.5	0.517427884615	0.258613782051	1.11022302463e-16
72	0.5	0.525440705128	0.262620192308	1.11022302463e-16
73	0.5	0.531850961538	0.265825320513	5.55111512313e-17
74	0.5	0.524038461538	0.262019230769	0.0
75	0.5	0.528245192308	0.264022435897	0.0
76	0.5	0.528645833333	0.26422275641	5.55111512313e-17
77	0.5	0.532451923077	0.266225961538	0.0
78	0.5	0.521634615385	0.260817307692	1.11022302463e-16
79	0.5	0.536658653846	0.268229166667	0.0
80	0.5	0.520232371795	0.260016025641	5.55111512313e-17
81	0.5	0.521233974359	0.260616987179	5.55111512313e-17
82	0.5	0.518629807692	0.25921474359	5.55111512313e-17
83	0.5	0.524238782051	0.262019230769	0.0
84	0.5	0.529447115385	0.264623397436	0.0
85	0.5	0.515625	0.2578125	0.0
86	0.5	0.52984775641	0.264823717949	1.11022302463e-16
87	0.5	0.50921474359	0.254607371795	0.0
88	0.5	0.53265224359	0.266225961538	0.0
89	0.5	0.511217948718	0.255608974359	5.55111512313e-17
90	0.5	0.52203525641	0.261017628205	0.0
91	0.5	0.519831730769	0.259815705128	0.0
92	0.5	0.507211538462	0.253605769231	0.0
93	0.5	0.531450320513	0.265625	0.0
94	0.5	0.527243589744	0.263621794872	0.0
95	0.5	0.52984775641	0.264823717949	1.11022302463e-16
96	0.5	0.525841346154	0.262820512821	5.55111512313e-17
97	0.5	0.52483974359	0.262419871795	0.0
98	0.5	0.524238782051	0.262019230769	0.0
99	0.5	0.516225961538	0.258012820513	5.55111512313e-17
100	0.5	0.520833333333	0.260416666667	0.0
1	0.8	0.518229166667	0.414463141026	1.66533453694e-16
2	0.8	0.525040064103	0.419871794872	5.55111512313e-17
3	0.8	0.539463141026	0.431490384615	1.66533453694e-16
4	0.8	0.52203525641	0.417467948718	1.11022302463e-16
5	0.8	0.532852564103	0.426282051282	1.11022302463e-16
6	0.8	0.521233974359	0.416866987179	5.55111512313e-17
7	0.8	0.530048076923	0.423878205128	5.55111512313e-17
8	0.8	0.529246794872	0.42327724359	5.55111512313e-17
9	0.8	0.523637820513	0.418870192308	1.66533453694e-16
10	0.8	0.520032051282	0.415865384615	1.66533453694e-16
11	0.8	0.513621794872	0.410857371795	1.11022302463e-16
