Web	Proportion	Obs_LperSalix	Sample_mean	Sample_SD
36	0.95	28.09375	26.6875	0.0
37	0.95	28.1458333333	26.7291666667	7.1054273576e-15
38	0.95	28.4375	27.0104166667	7.1054273576e-15
39	0.95	28.4166666667	26.9895833333	7.1054273576e-15
40	0.95	28.4270833333	27.0	0.0
41	0.95	28.4270833333	27.0	0.0
42	0.95	28.6458333333	27.2083333333	7.1054273576e-15
43	0.95	28.0729166667	26.6666666667	7.1054273576e-15
44	0.95	28.78125	27.3333333333	7.1054273576e-15
45	0.95	27.96875	26.5625	0.0
46	0.95	29.5104166667	28.03125	0.0
47	0.95	28.6770833333	27.2395833333	7.1054273576e-15
48	0.95	28.78125	27.3333333333	7.1054273576e-15
49	0.95	28.1041666667	26.6979166667	7.1054273576e-15
50	0.95	28.5208333333	27.09375	0.0
51	0.95	27.75	26.3541666667	7.1054273576e-15
52	0.95	28.59375	27.15625	0.0
53	0.95	28.4375	27.0104166667	7.1054273576e-15
54	0.95	29.4895833333	28.0104166667	7.1054273576e-15
55	0.95	28.4166666667	26.9895833333	7.1054273576e-15
56	0.95	29.3229166667	27.8541666667	7.1054273576e-15
57	0.95	28.2291666667	26.8125	0.0
58	0.95	28.6145833333	27.1770833333	7.1054273576e-15
59	0.95	28.0729166667	26.6666666667	7.1054273576e-15
60	0.95	28.96875	27.5104166667	7.1054273576e-15
61	0.95	28.1458333333	26.7291666667	7.1054273576e-15
62	0.95	28.53125	27.1041666667	7.1054273576e-15
63	0.95	29.1354166667	27.6770833333	7.1054273576e-15
64	0.95	28.4583333333	27.03125	0.0
65	0.95	28.8333333333	27.3854166667	7.1054273576e-15
66	0.95	28.7395833333	27.3020833333	7.1054273576e-15
67	0.95	28.8020833333	27.3541666667	7.1054273576e-15
68	0.95	28.7291666667	27.2916666667	7.1054273576e-15
69	0.95	28.5833333333	27.1458333333	7.1054273576e-15
70	0.95	28.5416666667	27.1145833333	7.1054273576e-15
71	0.95	28.5416666667	27.1145833333	7.1054273576e-15
72	0.95	28.5729166667	27.1354166667	7.1054273576e-15
73	0.95	28.5520833333	27.1145833333	7.1054273576e-15
74	0.95	27.5208333333	26.1354166667	7.1054273576e-15
75	0.95	29.1041666667	27.6458333333	7.1054273576e-15
76	0.95	28.0625	26.65625	0.0
77	0.95	28.9375	27.4895833333	7.1054273576e-15
78	0.95	29.3854166667	27.90625	0.0
79	0.95	28.0729166667	26.6666666667	7.1054273576e-15
80	0.95	28.5104166667	27.0833333333	7.1054273576e-15
81	0.95	28.65625	27.21875	0.0
82	0.95	28.8541666667	27.40625	0.0
83	0.95	27.90625	26.5104166667	7.1054273576e-15
84	0.95	28.3645833333	26.9375	0.0
85	0.95	29.3125	27.84375	0.0
86	0.95	28.8541666667	27.40625	0.0
87	0.95	28.375	26.9479166667	7.1054273576e-15
88	0.95	29.0416666667	27.5833333333	7.1054273576e-15
89	0.95	28.5208333333	27.09375	0.0
90	0.95	28.4895833333	27.0625	0.0
91	0.95	28.59375	27.15625	0.0
92	0.95	28.5625	27.125	0.0
93	0.95	28.7708333333	27.3229166667	7.1054273576e-15
94	0.95	29.0520833333	27.59375	0.0
95	0.95	27.8854166667	26.4895833333	7.1054273576e-15
96	0.95	28.1458333333	26.7291666667	7.1054273576e-15
97	0.95	27.875	26.4791666667	7.1054273576e-15
98	0.95	28.34375	26.9166666667	7.1054273576e-15
99	0.95	28.6041666667	27.1666666667	7.1054273576e-15
100	0.95	28.1041666667	26.6979166667	7.1054273576e-15
1	0.7	28.53125	19.96875	0.0
2	0.7	28.84375	20.1875	0.0
3	0.7	27.7604166667	19.4270833333	0.0
4	0.7	28.0833333333	19.65625	0.0
5	0.7	28.59375	20.0104166667	0.0
6	0.7	27.7395833333	19.4166666667	0.0
7	0.7	28.15625	19.7083333333	0.0
8	0.7	29.0729166667	20.34375	0.0
9	0.7	27.4375	19.1979166667	0.0
10	0.7	28.4895833333	19.9375	0.0
11	0.7	28.8541666667	20.1875	0.0
12	0.7	28.6458333333	20.0416666667	0.0
13	0.7	28.125	19.6770833333	0.0
14	0.7	28.53125	19.96875	0.0
15	0.7	29.4375	20.6041666667	3.5527136788e-15
16	0.7	29.0104166667	20.3020833333	0.0
17	0.7	27.9895833333	19.5833333333	0.0
18	0.7	28.75	20.1145833333	0.0
19	0.7	28.4270833333	19.8958333333	0.0
20	0.7	27.9791666667	19.5833333333	0.0
21	0.7	28.6875	20.0729166667	0.0
22	0.7	28.90625	20.2291666667	0.0
23	0.7	28.5104166667	19.9479166667	0.0
24	0.7	29.09375	20.3645833333	0.0
25	0.7	28.5833333333	20.0	0.0
26	0.7	28.9166666667	20.2395833333	0.0
27	0.7	28.8333333333	20.1770833333	0.0
28	0.7	28.8854166667	20.21875	0.0
29	0.7	29.21875	20.4479166667	0.0
30	0.7	28.8125	20.1666666667	0.0
31	0.7	28.6145833333	20.0208333333	0.0
32	0.7	28.6145833333	20.0208333333	0.0
33	0.7	28.78125	20.1458333333	0.0
34	0.7	28.5625	19.9895833333	0.0
35	0.7	28.3125	19.8125	0.0
36	0.7	28.09375	19.65625	0.0
37	0.7	28.1458333333	19.6979166667	0.0
38	0.7	28.4375	19.8958333333	0.0
39	0.7	28.4166666667	19.8854166667	0.0
40	0.7	28.4270833333	19.8958333333	0.0
41	0.7	28.4270833333	19.8958333333	0.0
42	0.7	28.6458333333	20.0416666667	0.0
43	0.7	28.0729166667	19.6458333333	0.0
44	0.7	28.78125	20.1458333333	0.0
45	0.7	27.96875	19.5729166667	0.0
46	0.7	29.5104166667	20.65625	0.0
47	0.7	28.6770833333	20.0729166667	0.0
48	0.7	28.78125	20.1458333333	0.0
49	0.7	28.1041666667	19.6666666667	0.0
50	0.7	28.5208333333	19.9583333333	0.0
51	0.7	27.75	19.4166666667	0.0
52	0.7	28.59375	20.0104166667	0.0
53	0.7	28.4375	19.8958333333	0.0
54	0.7	29.4895833333	20.6354166667	3.5527136788e-15
55	0.7	28.4166666667	19.8854166667	0.0
56	0.7	29.3229166667	20.5208333333	3.5527136788e-15
57	0.7	28.2291666667	19.75	0.0
58	0.7	28.6145833333	20.0208333333	0.0
59	0.7	28.0729166667	19.6458333333	0.0
60	0.7	28.96875	20.2708333333	0.0
61	0.7	28.1458333333	19.6979166667	0.0
62	0.7	28.53125	19.96875	0.0
63	0.7	29.1354166667	20.3854166667	0.0
64	0.7	28.4583333333	19.9166666667	0.0
65	0.7	28.8333333333	20.1770833333	0.0
66	0.7	28.7395833333	20.1145833333	0.0
67	0.7	28.8020833333	20.15625	0.0
68	0.7	28.7291666667	20.1041666667	0.0
69	0.7	28.5833333333	20.0	0.0
70	0.7	28.5416666667	19.96875	0.0
71	0.7	28.5416666667	19.96875	0.0
72	0.7	28.5729166667	20.0	0.0
73	0.7	28.5520833333	19.9791666667	0.0
74	0.7	27.5208333333	19.2604166667	0.0
75	0.7	29.1041666667	20.3645833333	0.0
76	0.7	28.0625	19.6354166667	0.0
77	0.7	28.9375	20.25	0.0
78	0.7	29.3854166667	20.5625	0.0
79	0.7	28.0729166667	19.6458333333	0.0
80	0.7	28.5104166667	19.9479166667	0.0
81	0.7	28.65625	20.0520833333	0.0
82	0.7	28.8541666667	20.1875	0.0
83	0.7	27.90625	19.53125	0.0
84	0.7	28.3645833333	19.8541666667	0.0
85	0.7	29.3125	20.5104166667	3.5527136788e-15
86	0.7	28.8541666667	20.1875	0.0
87	0.7	28.375	19.8541666667	0.0
88	0.7	29.0416666667	20.3229166667	0.0
89	0.7	28.5208333333	19.9583333333	0.0
90	0.7	28.4895833333	19.9375	0.0
91	0.7	28.59375	20.0104166667	0.0
92	0.7	28.5625	19.9895833333	0.0
93	0.7	28.7708333333	20.1354166667	0.0
94	0.7	29.0520833333	20.3333333333	0.0
95	0.7	27.8854166667	19.5104166667	0.0
96	0.7	28.1458333333	19.6979166667	0.0
97	0.7	27.875	19.5104166667	0.0
98	0.7	28.34375	19.8333333333	0.0
99	0.7	28.6041666667	20.0208333333	0.0
100	0.7	28.1041666667	19.6666666667	0.0
