"Salix" "Rgaller" "cooccur" "interact" "salix_ID" "galler_ID" "post.mean" "post.sd"
"778" "polaris" "Osamol" 0 0 40 89 0.062469330986797 0.000543414899234718
"779" "cinerea x myrsinifolia" "Osamol" 0 0 15 89 0.062469330986797 0.000543414899234718
"780" "fragilis x pentandra" "Osamol" 0 0 20 89 0.062469330986797 0.000543414899234718
"781" "elaeagnos" "Omyrsi" 0 0 17 76 0.062469330986797 0.000543414899234718
"782" "appendiculata" "Omyrsi" 0 0 5 76 0.062469330986797 0.000543414899234718
"783" "myrsinifolia" "Omyrsi" 1 0 34 76 0.0618950360027647 0.00053379613159122
"784" "foetida" "Omyrsi" 0 0 18 76 0.062469330986797 0.000543414899234718
"785" "hastata" "Omyrsi" 1 0 24 76 0.0618950360027647 0.00053379613159122
"786" "daphnoides" "Omyrsi" 0 0 16 76 0.062469330986797 0.000543414899234718
"787" "helvetica" "Omyrsi" 0 0 26 76 0.062469330986797 0.000543414899234718
"788" "glaucosericea" "Omyrsi" 0 0 23 76 0.062469330986797 0.000543414899234718
"789" "cinerea" "Omyrsi" 0 0 13 76 0.062469330986797 0.000543414899234718
"790" "purpurea" "Omyrsi" 0 0 41 76 0.062469330986797 0.000543414899234718
"791" "alba" "Omyrsi" 0 0 2 76 0.062469330986797 0.000543414899234718
"792" "fragilis" "Omyrsi" 0 0 19 76 0.062469330986797 0.000543414899234718
"793" "repens" "Omyrsi" 0 0 42 76 0.062469330986797 0.000543414899234718
"794" "lapponum" "Omyrsi" 3 0 29 76 0.0607775518668684 0.000515308394815073
"795" "myrsinites" "Omyrsi" 11 11 35 76 1 0
"796" "phylicifolia" "Omyrsi" 2 0 38 76 0.0613312040821622 0.000524430221890415
"797" "glauca" "Omyrsi" 5 0 22 76 0.059699703371357 0.000497763752676545
"798" "caprea" "Omyrsi" 0 0 11 76 0.062469330986797 0.000543414899234718
"799" "mielichhoferi" "Omyrsi" 0 0 33 76 0.062469330986797 0.000543414899234718
"800" "waldsteiniana" "Omyrsi" 0 0 52 76 0.062469330986797 0.000543414899234718
"801" "pentandra" "Omyrsi" 0 0 37 76 0.062469330986797 0.000543414899234718
"802" "breviserrata" "Omyrsi" 0 0 10 76 0.062469330986797 0.000543414899234718
"803" "reticulata" "Omyrsi" 2 0 43 76 0.0613312040821622 0.000524430221890415
"804" "retusa" "Omyrsi" 0 0 44 76 0.062469330986797 0.000543414899234718
"805" "aurita" "Omyrsi" 0 0 6 76 0.062469330986797 0.000543414899234718
"806" "triandra" "Omyrsi" 0 0 48 76 0.062469330986797 0.000543414899234718
"807" "lanata" "Omyrsi" 1 0 28 76 0.0618950360027647 0.00053379613159122
"808" "herbacea" "Omyrsi" 1 0 27 76 0.0618950360027647 0.00053379613159122
"809" "borealis" "Omyrsi" 0 0 9 76 0.062469330986797 0.000543414899234718
"810" "myrtilloides" "Omyrsi" 0 0 36 76 0.062469330986797 0.000543414899234718
"811" "viminalis" "Omyrsi" 0 0 49 76 0.062469330986797 0.000543414899234718
"812" "glabra" "Omyrsi" 0 0 21 76 0.062469330986797 0.000543414899234718
"813" "apennina" "Omyrsi" 0 0 4 76 0.062469330986797 0.000543414899234718
"814" "rubens" "Omyrsi" 0 0 46 76 0.062469330986797 0.000543414899234718
"815" "rosmarinifolia" "Omyrsi" 0 0 45 76 0.062469330986797 0.000543414899234718
"816" "caprea x appendiculata" "Omyrsi" 0 0 12 76 0.062469330986797 0.000543414899234718
"817" "cinerea oleifolia" "Omyrsi" 0 0 14 76 0.062469330986797 0.000543414899234718
"818" "viminalis x caprea" "Omyrsi" 0 0 51 76 0.062469330986797 0.000543414899234718
"819" "viminalis x ?" "Omyrsi" 0 0 50 76 0.062469330986797 0.000543414899234718
"820" "alpina?" "Omyrsi" 0 0 3 76 0.062469330986797 0.000543414899234718
"821" "phylicifolia x caprea ?" "Omyrsi" 0 0 39 76 0.062469330986797 0.000543414899234718
"822" "lapponum x glauca?" "Omyrsi" 0 0 31 76 0.062469330986797 0.000543414899234718
"823" "lapponum x glauca" "Omyrsi" 0 0 30 76 0.062469330986797 0.000543414899234718
"824" "aurita x caprea" "Omyrsi" 0 0 7 76 0.062469330986797 0.000543414899234718
"825" "starkeana" "Omyrsi" 0 0 47 76 0.062469330986797 0.000543414899234718
"826" "hastata x phylicifolia" "Omyrsi" 0 0 25 76 0.062469330986797 0.000543414899234718
"827" "lapponum x phylicifolia" "Omyrsi" 0 0 32 76 0.062469330986797 0.000543414899234718
"828" "acutifolia" "Omyrsi" 0 0 1 76 0.062469330986797 0.000543414899234718
"829" "bicolor" "Omyrsi" 0 0 8 76 0.062469330986797 0.000543414899234718
"830" "polaris" "Omyrsi" 0 0 40 76 0.062469330986797 0.000543414899234718
"831" "cinerea x myrsinifolia" "Omyrsi" 0 0 15 76 0.062469330986797 0.000543414899234718
"832" "fragilis x pentandra" "Omyrsi" 0 0 20 76 0.062469330986797 0.000543414899234718
"833" "elaeagnos" "Oarcti" 0 0 17 57 0.062469330986797 0.000543414899234718
"834" "appendiculata" "Oarcti" 0 0 5 57 0.062469330986797 0.000543414899234718
"835" "myrsinifolia" "Oarcti" 5 0 34 57 0.059699703371357 0.000497763752676545
"836" "foetida" "Oarcti" 0 0 18 57 0.062469330986797 0.000543414899234718
"837" "hastata" "Oarcti" 5 0 24 57 0.059699703371357 0.000497763752676545
"838" "daphnoides" "Oarcti" 0 0 16 57 0.062469330986797 0.000543414899234718
"839" "helvetica" "Oarcti" 0 0 26 57 0.062469330986797 0.000543414899234718
"840" "glaucosericea" "Oarcti" 0 0 23 57 0.062469330986797 0.000543414899234718
"841" "cinerea" "Oarcti" 0 0 13 57 0.062469330986797 0.000543414899234718
"842" "purpurea" "Oarcti" 0 0 41 57 0.062469330986797 0.000543414899234718
"843" "alba" "Oarcti" 0 0 2 57 0.062469330986797 0.000543414899234718
"844" "fragilis" "Oarcti" 0 0 19 57 0.062469330986797 0.000543414899234718
"845" "repens" "Oarcti" 0 0 42 57 0.062469330986797 0.000543414899234718
"846" "lapponum" "Oarcti" 12 0 29 57 0.0562106987431927 0.00044292007634951
"847" "myrsinites" "Oarcti" 2 0 35 57 0.0613312040821622 0.000524430221890415
"848" "phylicifolia" "Oarcti" 21 21 38 57 1 0
"849" "glauca" "Oarcti" 10 0 22 57 0.0571652369936975 0.000457627328680583
"850" "caprea" "Oarcti" 2 0 11 57 0.0613312040821622 0.000524430221890415
"851" "mielichhoferi" "Oarcti" 0 0 33 57 0.062469330986797 0.000543414899234718
"852" "waldsteiniana" "Oarcti" 0 0 52 57 0.062469330986797 0.000543414899234718
"853" "pentandra" "Oarcti" 0 0 37 57 0.062469330986797 0.000543414899234718
"854" "breviserrata" "Oarcti" 0 0 10 57 0.062469330986797 0.000543414899234718
"855" "reticulata" "Oarcti" 0 0 43 57 0.062469330986797 0.000543414899234718
"856" "retusa" "Oarcti" 0 0 44 57 0.062469330986797 0.000543414899234718
"857" "aurita" "Oarcti" 1 0 6 57 0.0618950360027647 0.00053379613159122
"858" "triandra" "Oarcti" 0 0 48 57 0.062469330986797 0.000543414899234718
"859" "lanata" "Oarcti" 8 0 28 57 0.058152754128857 0.000473078701577087
"860" "herbacea" "Oarcti" 2 0 27 57 0.0613312040821622 0.000524430221890415
"861" "borealis" "Oarcti" 1 0 9 57 0.0618950360027647 0.00053379613159122
"862" "myrtilloides" "Oarcti" 1 0 36 57 0.0618950360027647 0.00053379613159122
"863" "viminalis" "Oarcti" 0 0 49 57 0.062469330986797 0.000543414899234718
"864" "glabra" "Oarcti" 0 0 21 57 0.062469330986797 0.000543414899234718
"865" "apennina" "Oarcti" 0 0 4 57 0.062469330986797 0.000543414899234718
"866" "rubens" "Oarcti" 0 0 46 57 0.062469330986797 0.000543414899234718
"867" "rosmarinifolia" "Oarcti" 0 0 45 57 0.062469330986797 0.000543414899234718
"868" "caprea x appendiculata" "Oarcti" 0 0 12 57 0.062469330986797 0.000543414899234718
"869" "cinerea oleifolia" "Oarcti" 0 0 14 57 0.062469330986797 0.000543414899234718
"870" "viminalis x caprea" "Oarcti" 0 0 51 57 0.062469330986797 0.000543414899234718
"871" "viminalis x ?" "Oarcti" 0 0 50 57 0.062469330986797 0.000543414899234718
"872" "alpina?" "Oarcti" 0 0 3 57 0.062469330986797 0.000543414899234718
"873" "phylicifolia x caprea ?" "Oarcti" 1 1 39 57 1 0
"874" "lapponum x glauca?" "Oarcti" 0 0 31 57 0.062469330986797 0.000543414899234718
"875" "lapponum x glauca" "Oarcti" 0 0 30 57 0.062469330986797 0.000543414899234718
"876" "aurita x caprea" "Oarcti" 1 0 7 57 0.0618950360027647 0.00053379613159122
"877" "starkeana" "Oarcti" 1 0 47 57 0.0618950360027647 0.00053379613159122
"878" "hastata x phylicifolia" "Oarcti" 1 0 25 57 0.0618950360027647 0.00053379613159122
"879" "lapponum x phylicifolia" "Oarcti" 1 0 32 57 0.0618950360027647 0.00053379613159122
"880" "acutifolia" "Oarcti" 0 0 1 57 0.062469330986797 0.000543414899234718
"881" "bicolor" "Oarcti" 0 0 8 57 0.062469330986797 0.000543414899234718
"882" "polaris" "Oarcti" 0 0 40 57 0.062469330986797 0.000543414899234718
"883" "cinerea x myrsinifolia" "Oarcti" 0 0 15 57 0.062469330986797 0.000543414899234718
"884" "fragilis x pentandra" "Oarcti" 0 0 20 57 0.062469330986797 0.000543414899234718
"885" "elaeagnos" "Eboreo" 0 0 17 5 0.062469330986797 0.000543414899234718
"886" "appendiculata" "Eboreo" 1 0 5 5 0.0618950360027647 0.00053379613159122
"887" "myrsinifolia" "Eboreo" 2 0 34 5 0.0613312040821622 0.000524430221890415
"888" "foetida" "Eboreo" 1 0 18 5 0.0618950360027647 0.00053379613159122
"889" "hastata" "Eboreo" 8 0 24 5 0.058152754128857 0.000473078701577087
"890" "daphnoides" "Eboreo" 0 0 16 5 0.062469330986797 0.000543414899234718
"891" "helvetica" "Eboreo" 3 0 26 5 0.0607775518668684 0.000515308394815073
"892" "glaucosericea" "Eboreo" 4 4 23 5 1 0
"893" "cinerea" "Eboreo" 0 0 13 5 0.062469330986797 0.000543414899234718
"894" "purpurea" "Eboreo" 0 0 41 5 0.062469330986797 0.000543414899234718
"895" "alba" "Eboreo" 0 0 2 5 0.062469330986797 0.000543414899234718
"896" "fragilis" "Eboreo" 0 0 19 5 0.062469330986797 0.000543414899234718
"897" "repens" "Eboreo" 0 0 42 5 0.062469330986797 0.000543414899234718
"898" "lapponum" "Eboreo" 16 0 29 5 0.0543941643185385 0.000415553658178653
"899" "myrsinites" "Eboreo" 2 0 35 5 0.0613312040821622 0.000524430221890415
"900" "phylicifolia" "Eboreo" 5 0 38 5 0.059699703371357 0.000497763752676545
"901" "glauca" "Eboreo" 24 24 22 5 1 0
"902" "caprea" "Eboreo" 0 0 11 5 0.062469330986797 0.000543414899234718
"903" "mielichhoferi" "Eboreo" 0 0 33 5 0.062469330986797 0.000543414899234718
"904" "waldsteiniana" "Eboreo" 0 0 52 5 0.062469330986797 0.000543414899234718
"905" "pentandra" "Eboreo" 2 0 37 5 0.0613312040821622 0.000524430221890415
"906" "breviserrata" "Eboreo" 0 0 10 5 0.062469330986797 0.000543414899234718
"907" "reticulata" "Eboreo" 1 0 43 5 0.0618950360027647 0.00053379613159122
"908" "retusa" "Eboreo" 0 0 44 5 0.062469330986797 0.000543414899234718
"909" "aurita" "Eboreo" 0 0 6 5 0.062469330986797 0.000543414899234718
"910" "triandra" "Eboreo" 0 0 48 5 0.062469330986797 0.000543414899234718
"911" "lanata" "Eboreo" 7 0 28 5 0.05865941852825 0.000481099202799104
"912" "herbacea" "Eboreo" 1 0 27 5 0.0618950360027647 0.00053379613159122
"913" "borealis" "Eboreo" 0 0 9 5 0.062469330986797 0.000543414899234718
"914" "myrtilloides" "Eboreo" 0 0 36 5 0.062469330986797 0.000543414899234718
"915" "viminalis" "Eboreo" 0 0 49 5 0.062469330986797 0.000543414899234718
"916" "glabra" "Eboreo" 0 0 21 5 0.062469330986797 0.000543414899234718
"917" "apennina" "Eboreo" 0 0 4 5 0.062469330986797 0.000543414899234718
"918" "rubens" "Eboreo" 0 0 46 5 0.062469330986797 0.000543414899234718
"919" "rosmarinifolia" "Eboreo" 0 0 45 5 0.062469330986797 0.000543414899234718
"920" "caprea x appendiculata" "Eboreo" 0 0 12 5 0.062469330986797 0.000543414899234718
"921" "cinerea oleifolia" "Eboreo" 0 0 14 5 0.062469330986797 0.000543414899234718
"922" "viminalis x caprea" "Eboreo" 0 0 51 5 0.062469330986797 0.000543414899234718
"923" "viminalis x ?" "Eboreo" 0 0 50 5 0.062469330986797 0.000543414899234718
"924" "alpina?" "Eboreo" 0 0 3 5 0.062469330986797 0.000543414899234718
"925" "phylicifolia x caprea ?" "Eboreo" 0 0 39 5 0.062469330986797 0.000543414899234718
"926" "lapponum x glauca?" "Eboreo" 1 0 31 5 0.0618950360027647 0.00053379613159122
"927" "lapponum x glauca" "Eboreo" 0 0 30 5 0.062469330986797 0.000543414899234718
"928" "aurita x caprea" "Eboreo" 0 0 7 5 0.062469330986797 0.000543414899234718
"929" "starkeana" "Eboreo" 0 0 47 5 0.062469330986797 0.000543414899234718
"930" "hastata x phylicifolia" "Eboreo" 0 0 25 5 0.062469330986797 0.000543414899234718
"931" "lapponum x phylicifolia" "Eboreo" 0 0 32 5 0.062469330986797 0.000543414899234718
"932" "acutifolia" "Eboreo" 0 0 1 5 0.062469330986797 0.000543414899234718
"933" "bicolor" "Eboreo" 0 0 8 5 0.062469330986797 0.000543414899234718
"934" "polaris" "Eboreo" 0 0 40 5 0.062469330986797 0.000543414899234718
"935" "cinerea x myrsinifolia" "Eboreo" 0 0 15 5 0.062469330986797 0.000543414899234718
"936" "fragilis x pentandra" "Eboreo" 0 0 20 5 0.062469330986797 0.000543414899234718
"937" "elaeagnos" "Oglauc" 0 0 17 67 0.062469330986797 0.000543414899234718
"938" "appendiculata" "Oglauc" 0 0 5 67 0.062469330986797 0.000543414899234718
"939" "myrsinifolia" "Oglauc" 0 0 34 67 0.062469330986797 0.000543414899234718
"940" "foetida" "Oglauc" 0 0 18 67 0.062469330986797 0.000543414899234718
"941" "hastata" "Oglauc" 3 0 24 67 0.0607775518668684 0.000515308394815073
"942" "daphnoides" "Oglauc" 0 0 16 67 0.062469330986797 0.000543414899234718
"943" "helvetica" "Oglauc" 0 0 26 67 0.062469330986797 0.000543414899234718
"944" "glaucosericea" "Oglauc" 0 0 23 67 0.062469330986797 0.000543414899234718
"945" "cinerea" "Oglauc" 0 0 13 67 0.062469330986797 0.000543414899234718
"946" "purpurea" "Oglauc" 0 0 41 67 0.062469330986797 0.000543414899234718
"947" "alba" "Oglauc" 0 0 2 67 0.062469330986797 0.000543414899234718
"948" "fragilis" "Oglauc" 0 0 19 67 0.062469330986797 0.000543414899234718
"949" "repens" "Oglauc" 0 0 42 67 0.062469330986797 0.000543414899234718
"950" "lapponum" "Oglauc" 9 0 29 67 0.0576547672961005 0.000465256911416698
"951" "myrsinites" "Oglauc" 2 0 35 67 0.0613312040821622 0.000524430221890415
"952" "phylicifolia" "Oglauc" 3 0 38 67 0.0607775518668684 0.000515308394815073
"953" "glauca" "Oglauc" 11 11 22 67 1 0
"954" "caprea" "Oglauc" 0 0 11 67 0.062469330986797 0.000543414899234718
"955" "mielichhoferi" "Oglauc" 0 0 33 67 0.062469330986797 0.000543414899234718
"956" "waldsteiniana" "Oglauc" 0 0 52 67 0.062469330986797 0.000543414899234718
"957" "pentandra" "Oglauc" 0 0 37 67 0.062469330986797 0.000543414899234718
"958" "breviserrata" "Oglauc" 0 0 10 67 0.062469330986797 0.000543414899234718
"959" "reticulata" "Oglauc" 3 0 43 67 0.0607775518668684 0.000515308394815073
"960" "retusa" "Oglauc" 0 0 44 67 0.062469330986797 0.000543414899234718
"961" "aurita" "Oglauc" 0 0 6 67 0.062469330986797 0.000543414899234718
"962" "triandra" "Oglauc" 0 0 48 67 0.062469330986797 0.000543414899234718
"963" "lanata" "Oglauc" 5 0 28 67 0.059699703371357 0.000497763752676545
"964" "herbacea" "Oglauc" 0 0 27 67 0.062469330986797 0.000543414899234718
"965" "borealis" "Oglauc" 0 0 9 67 0.062469330986797 0.000543414899234718
"966" "myrtilloides" "Oglauc" 0 0 36 67 0.062469330986797 0.000543414899234718
"967" "viminalis" "Oglauc" 0 0 49 67 0.062469330986797 0.000543414899234718
"968" "glabra" "Oglauc" 0 0 21 67 0.062469330986797 0.000543414899234718
"969" "apennina" "Oglauc" 0 0 4 67 0.062469330986797 0.000543414899234718
"970" "rubens" "Oglauc" 0 0 46 67 0.062469330986797 0.000543414899234718
"971" "rosmarinifolia" "Oglauc" 0 0 45 67 0.062469330986797 0.000543414899234718
"972" "caprea x appendiculata" "Oglauc" 0 0 12 67 0.062469330986797 0.000543414899234718
"973" "cinerea oleifolia" "Oglauc" 0 0 14 67 0.062469330986797 0.000543414899234718
"974" "viminalis x caprea" "Oglauc" 0 0 51 67 0.062469330986797 0.000543414899234718
"975" "viminalis x ?" "Oglauc" 0 0 50 67 0.062469330986797 0.000543414899234718
"976" "alpina?" "Oglauc" 0 0 3 67 0.062469330986797 0.000543414899234718
"977" "phylicifolia x caprea ?" "Oglauc" 0 0 39 67 0.062469330986797 0.000543414899234718
"978" "lapponum x glauca?" "Oglauc" 0 0 31 67 0.062469330986797 0.000543414899234718
"979" "lapponum x glauca" "Oglauc" 0 0 30 67 0.062469330986797 0.000543414899234718
"980" "aurita x caprea" "Oglauc" 0 0 7 67 0.062469330986797 0.000543414899234718
"981" "starkeana" "Oglauc" 0 0 47 67 0.062469330986797 0.000543414899234718
"982" "hastata x phylicifolia" "Oglauc" 0 0 25 67 0.062469330986797 0.000543414899234718
"983" "lapponum x phylicifolia" "Oglauc" 0 0 32 67 0.062469330986797 0.000543414899234718
"984" "acutifolia" "Oglauc" 0 0 1 67 0.062469330986797 0.000543414899234718
"985" "bicolor" "Oglauc" 0 0 8 67 0.062469330986797 0.000543414899234718
"986" "polaris" "Oglauc" 0 0 40 67 0.062469330986797 0.000543414899234718
"987" "cinerea x myrsinifolia" "Oglauc" 0 0 15 67 0.062469330986797 0.000543414899234718
"988" "fragilis x pentandra" "Oglauc" 0 0 20 67 0.062469330986797 0.000543414899234718
"989" "elaeagnos" "Elappo" 0 0 17 15 0.062469330986797 0.000543414899234718
"990" "appendiculata" "Elappo" 0 0 5 15 0.062469330986797 0.000543414899234718
"991" "myrsinifolia" "Elappo" 3 0 34 15 0.0607775518668684 0.000515308394815073
"992" "foetida" "Elappo" 0 0 18 15 0.062469330986797 0.000543414899234718
"993" "hastata" "Elappo" 6 0 24 15 0.0591749893015121 0.000489325195806117
"994" "daphnoides" "Elappo" 0 0 16 15 0.062469330986797 0.000543414899234718
"995" "helvetica" "Elappo" 0 0 26 15 0.062469330986797 0.000543414899234718
"996" "glaucosericea" "Elappo" 0 0 23 15 0.062469330986797 0.000543414899234718
"997" "cinerea" "Elappo" 0 0 13 15 0.062469330986797 0.000543414899234718
"998" "purpurea" "Elappo" 0 0 41 15 0.062469330986797 0.000543414899234718
"999" "alba" "Elappo" 0 0 2 15 0.062469330986797 0.000543414899234718
"1000" "fragilis" "Elappo" 0 0 19 15 0.062469330986797 0.000543414899234718
"1001" "repens" "Elappo" 0 0 42 15 0.062469330986797 0.000543414899234718
"1002" "lapponum" "Elappo" 34 34 29 15 1 0
"1003" "myrsinites" "Elappo" 2 0 35 15 0.0613312040821622 0.000524430221890415
"1004" "phylicifolia" "Elappo" 7 0 38 15 0.05865941852825 0.000481099202799104
"1005" "glauca" "Elappo" 20 0 22 15 0.0526913626064679 0.00039064539104198
"1006" "caprea" "Elappo" 5 0 11 15 0.059699703371357 0.000497763752676545
"1007" "mielichhoferi" "Elappo" 0 0 33 15 0.062469330986797 0.000543414899234718
"1008" "waldsteiniana" "Elappo" 0 0 52 15 0.062469330986797 0.000543414899234718
"1009" "pentandra" "Elappo" 0 0 37 15 0.062469330986797 0.000543414899234718
"1010" "breviserrata" "Elappo" 0 0 10 15 0.062469330986797 0.000543414899234718
"1011" "reticulata" "Elappo" 1 0 43 15 0.0618950360027647 0.00053379613159122
"1012" "retusa" "Elappo" 0 0 44 15 0.062469330986797 0.000543414899234718
"1013" "aurita" "Elappo" 0 0 6 15 0.062469330986797 0.000543414899234718
"1014" "triandra" "Elappo" 0 0 48 15 0.062469330986797 0.000543414899234718
"1015" "lanata" "Elappo" 10 0 28 15 0.0571652369936975 0.000457627328680583
"1016" "herbacea" "Elappo" 2 0 27 15 0.0613312040821622 0.000524430221890415
"1017" "borealis" "Elappo" 1 0 9 15 0.0618950360027647 0.00053379613159122
"1018" "myrtilloides" "Elappo" 3 0 36 15 0.0607775518668684 0.000515308394815073
"1019" "viminalis" "Elappo" 0 0 49 15 0.062469330986797 0.000543414899234718
"1020" "glabra" "Elappo" 0 0 21 15 0.062469330986797 0.000543414899234718
"1021" "apennina" "Elappo" 0 0 4 15 0.062469330986797 0.000543414899234718
"1022" "rubens" "Elappo" 0 0 46 15 0.062469330986797 0.000543414899234718
"1023" "rosmarinifolia" "Elappo" 0 0 45 15 0.062469330986797 0.000543414899234718
"1024" "caprea x appendiculata" "Elappo" 0 0 12 15 0.062469330986797 0.000543414899234718
"1025" "cinerea oleifolia" "Elappo" 0 0 14 15 0.062469330986797 0.000543414899234718
"1026" "viminalis x caprea" "Elappo" 0 0 51 15 0.062469330986797 0.000543414899234718
"1027" "viminalis x ?" "Elappo" 0 0 50 15 0.062469330986797 0.000543414899234718
"1028" "alpina?" "Elappo" 0 0 3 15 0.062469330986797 0.000543414899234718
"1029" "phylicifolia x caprea ?" "Elappo" 0 0 39 15 0.062469330986797 0.000543414899234718
"1030" "lapponum x glauca?" "Elappo" 1 0 31 15 0.0618950360027647 0.00053379613159122
"1031" "lapponum x glauca" "Elappo" 0 0 30 15 0.062469330986797 0.000543414899234718
"1032" "aurita x caprea" "Elappo" 0 0 7 15 0.062469330986797 0.000543414899234718
"1033" "starkeana" "Elappo" 1 0 47 15 0.0618950360027647 0.00053379613159122
"1034" "hastata x phylicifolia" "Elappo" 1 0 25 15 0.0618950360027647 0.00053379613159122
"1035" "lapponum x phylicifolia" "Elappo" 1 0 32 15 0.0618950360027647 0.00053379613159122
"1036" "acutifolia" "Elappo" 0 0 1 15 0.062469330986797 0.000543414899234718
"1037" "bicolor" "Elappo" 0 0 8 15 0.062469330986797 0.000543414899234718
"1038" "polaris" "Elappo" 1 0 40 15 0.0618950360027647 0.00053379613159122
"1039" "cinerea x myrsinifolia" "Elappo" 0 0 15 15 0.062469330986797 0.000543414899234718
"1040" "fragilis x pentandra" "Elappo" 0 0 20 15 0.062469330986797 0.000543414899234718
"1041" "elaeagnos" "Elappc" 0 0 17 14 0.062469330986797 0.000543414899234718
"1042" "appendiculata" "Elappc" 0 0 5 14 0.062469330986797 0.000543414899234718
"1043" "myrsinifolia" "Elappc" 1 0 34 14 0.0618950360027647 0.00053379613159122
"1044" "foetida" "Elappc" 0 0 18 14 0.062469330986797 0.000543414899234718
"1045" "hastata" "Elappc" 4 0 24 14 0.0602338061390043 0.000506422251976345
"1046" "daphnoides" "Elappc" 0 0 16 14 0.062469330986797 0.000543414899234718
"1047" "helvetica" "Elappc" 0 0 26 14 0.062469330986797 0.000543414899234718
"1048" "glaucosericea" "Elappc" 0 0 23 14 0.062469330986797 0.000543414899234718
"1049" "cinerea" "Elappc" 0 0 13 14 0.062469330986797 0.000543414899234718
"1050" "purpurea" "Elappc" 0 0 41 14 0.062469330986797 0.000543414899234718
"1051" "alba" "Elappc" 0 0 2 14 0.062469330986797 0.000543414899234718
"1052" "fragilis" "Elappc" 0 0 19 14 0.062469330986797 0.000543414899234718
"1053" "repens" "Elappc" 0 0 42 14 0.062469330986797 0.000543414899234718
"1054" "lapponum" "Elappc" 19 19 29 14 1 0
"1055" "myrsinites" "Elappc" 2 0 35 14 0.0613312040821622 0.000524430221890415
"1056" "phylicifolia" "Elappc" 5 0 38 14 0.059699703371357 0.000497763752676545
"1057" "glauca" "Elappc" 14 0 22 14 0.0552875144773807 0.000428909964189917
"1058" "caprea" "Elappc" 2 0 11 14 0.0613312040821622 0.000524430221890415
"1059" "mielichhoferi" "Elappc" 0 0 33 14 0.062469330986797 0.000543414899234718
"1060" "waldsteiniana" "Elappc" 0 0 52 14 0.062469330986797 0.000543414899234718
"1061" "pentandra" "Elappc" 0 0 37 14 0.062469330986797 0.000543414899234718
"1062" "breviserrata" "Elappc" 0 0 10 14 0.062469330986797 0.000543414899234718
"1063" "reticulata" "Elappc" 2 0 43 14 0.0613312040821622 0.000524430221890415
"1064" "retusa" "Elappc" 0 0 44 14 0.062469330986797 0.000543414899234718
"1065" "aurita" "Elappc" 0 0 6 14 0.062469330986797 0.000543414899234718
"1066" "triandra" "Elappc" 0 0 48 14 0.062469330986797 0.000543414899234718
"1067" "lanata" "Elappc" 6 0 28 14 0.0591749893015121 0.000489325195806117
"1068" "herbacea" "Elappc" 2 0 27 14 0.0613312040821622 0.000524430221890415
"1069" "borealis" "Elappc" 1 0 9 14 0.0618950360027647 0.00053379613159122
"1070" "myrtilloides" "Elappc" 1 0 36 14 0.0618950360027647 0.00053379613159122
"1071" "viminalis" "Elappc" 0 0 49 14 0.062469330986797 0.000543414899234718
"1072" "glabra" "Elappc" 0 0 21 14 0.062469330986797 0.000543414899234718
"1073" "apennina" "Elappc" 0 0 4 14 0.062469330986797 0.000543414899234718
"1074" "rubens" "Elappc" 0 0 46 14 0.062469330986797 0.000543414899234718
"1075" "rosmarinifolia" "Elappc" 0 0 45 14 0.062469330986797 0.000543414899234718
"1076" "caprea x appendiculata" "Elappc" 0 0 12 14 0.062469330986797 0.000543414899234718
"1077" "cinerea oleifolia" "Elappc" 0 0 14 14 0.062469330986797 0.000543414899234718
"1078" "viminalis x caprea" "Elappc" 0 0 51 14 0.062469330986797 0.000543414899234718
"1079" "viminalis x ?" "Elappc" 0 0 50 14 0.062469330986797 0.000543414899234718
"1080" "alpina?" "Elappc" 0 0 3 14 0.062469330986797 0.000543414899234718
"1081" "phylicifolia x caprea ?" "Elappc" 0 0 39 14 0.062469330986797 0.000543414899234718
"1082" "lapponum x glauca?" "Elappc" 0 0 31 14 0.062469330986797 0.000543414899234718
"1083" "lapponum x glauca" "Elappc" 0 0 30 14 0.062469330986797 0.000543414899234718
"1084" "aurita x caprea" "Elappc" 0 0 7 14 0.062469330986797 0.000543414899234718
"1085" "starkeana" "Elappc" 1 0 47 14 0.0618950360027647 0.00053379613159122
"1086" "hastata x phylicifolia" "Elappc" 1 0 25 14 0.0618950360027647 0.00053379613159122
"1087" "lapponum x phylicifolia" "Elappc" 1 0 32 14 0.0618950360027647 0.00053379613159122
"1088" "acutifolia" "Elappc" 0 0 1 14 0.062469330986797 0.000543414899234718
"1089" "bicolor" "Elappc" 0 0 8 14 0.062469330986797 0.000543414899234718
"1090" "polaris" "Elappc" 0 0 40 14 0.062469330986797 0.000543414899234718
"1091" "cinerea x myrsinifolia" "Elappc" 0 0 15 14 0.062469330986797 0.000543414899234718
"1092" "fragilis x pentandra" "Elappc" 0 0 20 14 0.062469330986797 0.000543414899234718
"1093" "elaeagnos" "Olappo" 0 0 17 73 0.062469330986797 0.000543414899234718
"1094" "appendiculata" "Olappo" 0 0 5 73 0.062469330986797 0.000543414899234718
"1095" "myrsinifolia" "Olappo" 2 0 34 73 0.0613312040821622 0.000524430221890415
"1096" "foetida" "Olappo" 0 0 18 73 0.062469330986797 0.000543414899234718
"1097" "hastata" "Olappo" 3 0 24 73 0.0607775518668684 0.000515308394815073
"1098" "daphnoides" "Olappo" 0 0 16 73 0.062469330986797 0.000543414899234718
