"Rgaller" "Rpara" "cooccur" "interact" "para_ID" "galler_ID" "post.mean" "post.sd"
"227" "Hspirh" "Atymbe" 0 0 13 53 0.127340212208506 0.00865366270425834
"228" "Obrevi" "Atymbe" 0 0 13 59 0.127340212208506 0.00865366270425834
"229" "Oretic" "Atymbe" 0 0 13 87 0.127340212208506 0.00865366270425834
"230" "Oretus" "Atymbe" 0 0 13 88 0.127340212208506 0.00865366270425834
"231" "Enigri" "Atymbe" 0 0 13 19 0.127340212208506 0.00865366270425834
"232" "Emucro" "Atymbe" 0 0 13 16 0.127340212208506 0.00865366270425834
"233" "Ovesic" "Atymbe" 0 0 13 94 0.127340212208506 0.00865366270425834
"234" "Oviril" "Atymbe" 0 0 13 96 0.127340212208506 0.00865366270425834
"235" "Opedun" "Atymbe" 0 0 13 82 0.127340212208506 0.00865366270425834
"236" "Otrian" "Atymbe" 0 0 13 92 0.127340212208506 0.00865366270425834
"237" "Oglabr" "Atymbe" 0 0 13 66 0.127340212208506 0.00865366270425834
"238" "Opustu" "Atymbe" 0 0 13 86 0.127340212208506 0.00865366270425834
"239" "Oherba" "Atymbe" 0 0 13 70 0.127340212208506 0.00865366270425834
"240" "Evenus" "Atymbe" 0 0 13 26 0.127340212208506 0.00865366270425834
"241" "Onorve" "Atymbe" 0 0 13 80 0.127340212208506 0.00865366270425834
"242" "Ephyli" "Atymbe" 0 0 13 20 0.127340212208506 0.00865366270425834
"243" "Ospeit" "Atymbe" 0 0 13 90 0.127340212208506 0.00865366270425834
"244" "Obella" "Atymbe" 0 0 13 58 0.127340212208506 0.00865366270425834
"245" "Hpruss" "Atymbe" 0 0 13 44 0.127340212208506 0.00865366270425834
"246" "Odolic" "Atymbe" 0 0 13 62 0.127340212208506 0.00865366270425834
"247" "Hspira" "Atymbe" 0 0 13 52 0.127340212208506 0.00865366270425834
"248" "Elanat" "Atymbe" 0 0 13 13 0.127340212208506 0.00865366270425834
"249" "Omyrti" "Atymbe" 0 0 13 77 0.127340212208506 0.00865366270425834
"250" "Hnudip" "Atymbe" 0 0 13 37 0.127340212208506 0.00865366270425834
"251" "Hleuco" "Atymbe" 0 0 13 36 0.127340212208506 0.00865366270425834
"252" "Hacuti" "Atymbe" 0 0 13 28 0.127340212208506 0.00865366270425834
"253" "Hplicl" "Atymbe" 0 0 13 41 0.127340212208506 0.00865366270425834
"254" "Etesta" "Atymbe" 0 0 13 25 0.127340212208506 0.00865366270425834
"255" "Hplicd" "Atymbe" 0 0 13 39 0.127340212208506 0.00865366270425834
"256" "Edaphn" "Atymbe" 0 0 13 7 0.127340212208506 0.00865366270425834
"257" "Hpolit" "Atymbe" 0 0 13 43 0.127340212208506 0.00865366270425834
"258" "Epurpu" "Atymbe" 0 0 13 21 0.127340212208506 0.00865366270425834
"259" "Eatraa" "Atymbe" 0 0 13 3 0.127340212208506 0.00865366270425834
"260" "Eangus" "Atymbe" 0 0 13 1 0.127340212208506 0.00865366270425834
"261" "Hangli" "Atymbe" 0 0 13 30 0.127340212208506 0.00865366270425834
"262" "Hleuca" "Atymbe" 0 0 13 35 0.127340212208506 0.00865366270425834
"263" "Hoblit" "Atymbe" 0 0 13 38 0.127340212208506 0.00865366270425834
"264" "Heryth" "Atymbe" 0 0 13 33 0.127340212208506 0.00865366270425834
"265" "Halien" "Atymbe" 0 0 13 29 0.127340212208506 0.00865366270425834
"266" "Hsglab" "Atymbe" 0 0 13 48 0.127340212208506 0.00865366270425834
"267" "Htuber" "Atymbe" 0 0 13 54 0.127340212208506 0.00865366270425834
"268" "Eweiff" "Atymbe" 0 0 13 27 0.127340212208506 0.00865366270425834
"269" "Esubge" "Atymbe" 0 0 13 24 0.127340212208506 0.00865366270425834
"270" "Egemmc" "Atymbe" 0 0 13 9 0.127340212208506 0.00865366270425834
"271" "Eaurit" "Atymbe" 0 0 13 4 0.127340212208506 0.00865366270425834
"272" "Ospset" "Atymbe" 0 0 13 91 0.127340212208506 0.00865366270425834
"273" "Emyrti" "Atymbe" 0 0 13 18 0.127340212208506 0.00865366270425834
"274" "Esmyrt" "Atymbe" 0 0 13 23 0.127340212208506 0.00865366270425834
"275" "Esmyrs" "Atymbe" 0 0 13 22 0.127340212208506 0.00865366270425834
"276" "Eciner" "Atymbe" 0 0 13 6 0.127340212208506 0.00865366270425834
