,Rgaller,Rpara,cooccur,interact
3765,Elappc,Axanth,0,0
3766,Olappo,Axanth,0,0
3767,Olappl,Axanth,0,0
3768,Emyrsi,Axanth,0,0
3769,Ogalla,Axanth,0,0
3770,Hischn,Axanth,0,0
3771,Ehasta,Axanth,0,0
3772,Egemmf,Axanth,0,0
3773,Omonti,Axanth,0,0
3774,Eelaea,Axanth,0,0
3775,Hcarin,Axanth,0,0
3776,Egemmh,Axanth,0,0
3777,Hplicg,Axanth,0,0
3778,Omacul,Axanth,0,0
3779,Hspirh,Axanth,0,0
3780,Obrevi,Axanth,0,0
3781,Oretic,Axanth,0,0
3782,Oretus,Axanth,0,0
3783,Enigri,Axanth,0,0
3784,Emucro,Axanth,0,0
3785,Ovesic,Axanth,1,1
3786,Oviril,Axanth,0,0
3787,Opedun,Axanth,0,0
3788,Otrian,Axanth,0,0
3789,Oglabr,Axanth,0,0
3790,Opustu,Axanth,0,0
3791,Oherba,Axanth,0,0
3792,Evenus,Axanth,0,0
3793,Onorve,Axanth,0,0
3794,Ephyli,Axanth,0,0
3795,Ospeit,Axanth,0,0
3796,Obella,Axanth,0,0
3797,Hpruss,Axanth,0,0
3798,Odolic,Axanth,0,0
3799,Hspira,Axanth,0,0
3800,Elanat,Axanth,0,0
3801,Omyrti,Axanth,0,0
3802,Hnudip,Axanth,0,0
3803,Hleuco,Axanth,0,0
3804,Hacuti,Axanth,0,0
3805,Hplicl,Axanth,0,0
3806,Etesta,Axanth,0,0
3807,Hplicd,Axanth,0,0
3808,Edaphn,Axanth,0,0
3809,Hpolit,Axanth,0,0
3810,Epurpu,Axanth,0,0
3811,Eatraa,Axanth,0,0
3812,Eangus,Axanth,0,0
3813,Hangli,Axanth,0,0
3814,Hleuca,Axanth,0,0
3815,Hoblit,Axanth,0,0
3816,Heryth,Axanth,0,0
3817,Halien,Axanth,0,0
3818,Hsglab,Axanth,0,0
3819,Htuber,Axanth,0,0
3820,Eweiff,Axanth,0,0
3821,Esubge,Axanth,0,0
3822,Egemmc,Axanth,0,0
3823,Eaurit,Axanth,0,0
3824,Ospset,Axanth,0,0
3825,Emyrti,Axanth,0,0
3826,Esmyrt,Axanth,0,0
3827,Esmyrs,Axanth,0,0
3828,Eciner,Axanth,0,0
3829,Eappen,Axanth,0,0
3830,Hpscho,Axanth,0,0
3831,Hplicp,Axanth,0,0
3832,Hscapr,Axanth,0,0
3833,Hanoma,Axanth,0,0
3834,Oaacut,Axanth,0,0
3835,Hpurpu,Axanth,0,0
3836,Opolar,Axanth,0,0
3837,Opprox,Axanth,0,0
3838,Hspecc,Axanth,0,0
3839,Hsglau,Axanth,0,0
3840,Hslana,Axanth,0,0
3841,Oelaea,Apante,0,0
3842,Obridg,Apante,0,0
3843,Ovaria,Apante,0,0
3844,Oobscu,Apante,0,0
3845,Okriec,Apante,0,0
3846,Onigri,Apante,0,0
3847,Ofoeti,Apante,0,0
3848,Ohasta,Apante,0,0
3849,Oadaph,Apante,0,0
3850,Ohelve,Apante,0,0
3851,Onival,Apante,0,0
3852,Ovimin,Apante,1,0
3853,Oproxi,Apante,1,1
3854,Ocolla,Apante,0,0
3855,Osamol,Apante,0,0
3856,Omyrsi,Apante,0,0
3857,Oarcti,Apante,0,0
3858,Eboreo,Apante,0,0
3859,Oglauc,Apante,0,0
3860,Elappo,Apante,0,0
3861,Elappc,Apante,0,0
3862,Olappo,Apante,0,0
3863,Olappl,Apante,0,0
3864,Emyrsi,Apante,0,0
3865,Ogalla,Apante,0,0
3866,Hischn,Apante,0,0
3867,Ehasta,Apante,0,0
3868,Egemmf,Apante,0,0
3869,Omonti,Apante,0,0
3870,Eelaea,Apante,0,0
3871,Hcarin,Apante,0,0
3872,Egemmh,Apante,0,0
3873,Hplicg,Apante,0,0
3874,Omacul,Apante,0,0
3875,Hspirh,Apante,0,0
3876,Obrevi,Apante,0,0
3877,Oretic,Apante,0,0
3878,Oretus,Apante,0,0
3879,Enigri,Apante,0,0
3880,Emucro,Apante,0,0
3881,Ovesic,Apante,0,0
3882,Oviril,Apante,1,0
3883,Opedun,Apante,0,0
3884,Otrian,Apante,0,0
3885,Oglabr,Apante,0,0
3886,Opustu,Apante,0,0
3887,Oherba,Apante,0,0
3888,Evenus,Apante,0,0
3889,Onorve,Apante,0,0
3890,Ephyli,Apante,0,0
3891,Ospeit,Apante,0,0
3892,Obella,Apante,0,0
3893,Hpruss,Apante,0,0
3894,Odolic,Apante,0,0
3895,Hspira,Apante,0,0
3896,Elanat,Apante,0,0
3897,Omyrti,Apante,0,0
3898,Hnudip,Apante,0,0
3899,Hleuco,Apante,0,0
3900,Hacuti,Apante,0,0
3901,Hplicl,Apante,0,0
3902,Etesta,Apante,0,0
3903,Hplicd,Apante,0,0
3904,Edaphn,Apante,0,0
3905,Hpolit,Apante,0,0
3906,Epurpu,Apante,0,0
3907,Eatraa,Apante,0,0
3908,Eangus,Apante,0,0
3909,Hangli,Apante,0,0
3910,Hleuca,Apante,0,0
3911,Hoblit,Apante,0,0
3912,Heryth,Apante,0,0
3913,Halien,Apante,0,0
3914,Hsglab,Apante,0,0
3915,Htuber,Apante,0,0
3916,Eweiff,Apante,0,0
3917,Esubge,Apante,0,0
3918,Egemmc,Apante,0,0
3919,Eaurit,Apante,0,0
3920,Ospset,Apante,0,0
3921,Emyrti,Apante,0,0
3922,Esmyrt,Apante,0,0
3923,Esmyrs,Apante,0,0
3924,Eciner,Apante,0,0
3925,Eappen,Apante,0,0
3926,Hpscho,Apante,0,0
3927,Hplicp,Apante,0,0
3928,Hscapr,Apante,0,0
3929,Hanoma,Apante,0,0
3930,Oaacut,Apante,0,0
3931,Hpurpu,Apante,0,0
3932,Opolar,Apante,0,0
3933,Opprox,Apante,0,0
3934,Hspecc,Apante,0,0
3935,Hsglau,Apante,0,0
3936,Hslana,Apante,0,0
3937,Oelaea,Bbrevi,0,0
3938,Obridg,Bbrevi,1,1
3939,Ovaria,Bbrevi,0,0
3940,Oobscu,Bbrevi,0,0
3941,Okriec,Bbrevi,2,1
3942,Onigri,Bbrevi,0,0
3943,Ofoeti,Bbrevi,0,0
3944,Ohasta,Bbrevi,0,0
3945,Oadaph,Bbrevi,0,0
3946,Ohelve,Bbrevi,0,0
3947,Onival,Bbrevi,0,0
3948,Ovimin,Bbrevi,4,0
3949,Oproxi,Bbrevi,6,6
3950,Ocolla,Bbrevi,0,0
3951,Osamol,Bbrevi,0,0
3952,Omyrsi,Bbrevi,0,0
3953,Oarcti,Bbrevi,0,0
3954,Eboreo,Bbrevi,0,0
3955,Oglauc,Bbrevi,0,0
3956,Elappo,Bbrevi,0,0
3957,Elappc,Bbrevi,0,0
3958,Olappo,Bbrevi,0,0
3959,Olappl,Bbrevi,0,0
3960,Emyrsi,Bbrevi,0,0
3961,Ogalla,Bbrevi,1,1
3962,Hischn,Bbrevi,1,0
3963,Ehasta,Bbrevi,0,0
3964,Egemmf,Bbrevi,0,0
3965,Omonti,Bbrevi,0,0
3966,Eelaea,Bbrevi,1,0
3967,Hcarin,Bbrevi,0,0
3968,Egemmh,Bbrevi,0,0
3969,Hplicg,Bbrevi,0,0
3970,Omacul,Bbrevi,0,0
3971,Hspirh,Bbrevi,0,0
3972,Obrevi,Bbrevi,0,0
3973,Oretic,Bbrevi,0,0
3974,Oretus,Bbrevi,0,0
3975,Enigri,Bbrevi,2,1
3976,Emucro,Bbrevi,1,0
3977,Ovesic,Bbrevi,2,0
3978,Oviril,Bbrevi,1,0
3979,Opedun,Bbrevi,1,0
3980,Otrian,Bbrevi,0,0
3981,Oglabr,Bbrevi,0,0
3982,Opustu,Bbrevi,0,0
3983,Oherba,Bbrevi,0,0
3984,Evenus,Bbrevi,1,0
3985,Onorve,Bbrevi,0,0
3986,Ephyli,Bbrevi,0,0
3987,Ospeit,Bbrevi,0,0
3988,Obella,Bbrevi,1,1
3989,Hpruss,Bbrevi,0,0
3990,Odolic,Bbrevi,0,0
3991,Hspira,Bbrevi,0,0
3992,Elanat,Bbrevi,0,0
3993,Omyrti,Bbrevi,0,0
3994,Hnudip,Bbrevi,0,0
3995,Hleuco,Bbrevi,0,0
3996,Hacuti,Bbrevi,0,0
3997,Hplicl,Bbrevi,0,0
3998,Etesta,Bbrevi,0,0
3999,Hplicd,Bbrevi,0,0
4000,Edaphn,Bbrevi,1,0
4001,Hpolit,Bbrevi,0,0
4002,Epurpu,Bbrevi,0,0
4003,Eatraa,Bbrevi,0,0
4004,Eangus,Bbrevi,0,0
4005,Hangli,Bbrevi,1,0
4006,Hleuca,Bbrevi,0,0
4007,Hoblit,Bbrevi,1,0
4008,Heryth,Bbrevi,0,0
4009,Halien,Bbrevi,0,0
4010,Hsglab,Bbrevi,0,0
4011,Htuber,Bbrevi,0,0
4012,Eweiff,Bbrevi,0,0
4013,Esubge,Bbrevi,0,0
4014,Egemmc,Bbrevi,0,0
4015,Eaurit,Bbrevi,0,0
4016,Ospset,Bbrevi,0,0
4017,Emyrti,Bbrevi,0,0
4018,Esmyrt,Bbrevi,0,0
4019,Esmyrs,Bbrevi,0,0
4020,Eciner,Bbrevi,0,0
4021,Eappen,Bbrevi,0,0
4022,Hpscho,Bbrevi,0,0
4023,Hplicp,Bbrevi,0,0
4024,Hscapr,Bbrevi,0,0
4025,Hanoma,Bbrevi,0,0
4026,Oaacut,Bbrevi,0,0
4027,Hpurpu,Bbrevi,0,0
4028,Opolar,Bbrevi,0,0
4029,Opprox,Bbrevi,0,0
4030,Hspecc,Bbrevi,0,0
4031,Hsglau,Bbrevi,0,0
4032,Hslana,Bbrevi,0,0
4033,Oelaea,Bconju,0,0
4034,Obridg,Bconju,0,0
4035,Ovaria,Bconju,0,0
4036,Oobscu,Bconju,0,0
4037,Okriec,Bconju,0,0
4038,Onigri,Bconju,0,0
4039,Ofoeti,Bconju,0,0
4040,Ohasta,Bconju,0,0
4041,Oadaph,Bconju,0,0
4042,Ohelve,Bconju,0,0
4043,Onival,Bconju,0,0
4044,Ovimin,Bconju,3,1
4045,Oproxi,Bconju,2,2
4046,Ocolla,Bconju,0,0
4047,Osamol,Bconju,0,0
4048,Omyrsi,Bconju,0,0
4049,Oarcti,Bconju,0,0
4050,Eboreo,Bconju,0,0
4051,Oglauc,Bconju,0,0
4052,Elappo,Bconju,0,0
4053,Elappc,Bconju,0,0
4054,Olappo,Bconju,0,0
4055,Olappl,Bconju,0,0
4056,Emyrsi,Bconju,0,0
4057,Ogalla,Bconju,0,0
4058,Hischn,Bconju,0,0
4059,Ehasta,Bconju,0,0
4060,Egemmf,Bconju,0,0
4061,Omonti,Bconju,0,0
4062,Eelaea,Bconju,0,0
4063,Hcarin,Bconju,0,0
4064,Egemmh,Bconju,0,0
4065,Hplicg,Bconju,0,0
4066,Omacul,Bconju,0,0
4067,Hspirh,Bconju,0,0
4068,Obrevi,Bconju,0,0
4069,Oretic,Bconju,0,0
4070,Oretus,Bconju,0,0
4071,Enigri,Bconju,0,0
4072,Emucro,Bconju,0,0
4073,Ovesic,Bconju,1,1
4074,Oviril,Bconju,0,0
4075,Opedun,Bconju,0,0
4076,Otrian,Bconju,1,0
4077,Oglabr,Bconju,0,0
4078,Opustu,Bconju,0,0
4079,Oherba,Bconju,0,0
4080,Evenus,Bconju,0,0
4081,Onorve,Bconju,0,0
4082,Ephyli,Bconju,0,0
4083,Ospeit,Bconju,0,0
4084,Obella,Bconju,0,0
4085,Hpruss,Bconju,0,0
4086,Odolic,Bconju,0,0
4087,Hspira,Bconju,0,0
4088,Elanat,Bconju,0,0
4089,Omyrti,Bconju,0,0
4090,Hnudip,Bconju,0,0
4091,Hleuco,Bconju,0,0
4092,Hacuti,Bconju,0,0
4093,Hplicl,Bconju,0,0
4094,Etesta,Bconju,0,0
4095,Hplicd,Bconju,0,0
4096,Edaphn,Bconju,0,0
4097,Hpolit,Bconju,0,0
4098,Epurpu,Bconju,0,0
4099,Eatraa,Bconju,0,0
4100,Eangus,Bconju,0,0
4101,Hangli,Bconju,1,0
4102,Hleuca,Bconju,0,0
4103,Hoblit,Bconju,2,0
4104,Heryth,Bconju,0,0
4105,Halien,Bconju,0,0
4106,Hsglab,Bconju,0,0
4107,Htuber,Bconju,0,0
4108,Eweiff,Bconju,0,0
4109,Esubge,Bconju,0,0
4110,Egemmc,Bconju,0,0
4111,Eaurit,Bconju,0,0
4112,Ospset,Bconju,0,0
4113,Emyrti,Bconju,0,0
4114,Esmyrt,Bconju,0,0
4115,Esmyrs,Bconju,0,0
4116,Eciner,Bconju,0,0
4117,Eappen,Bconju,0,0
4118,Hpscho,Bconju,0,0
4119,Hplicp,Bconju,0,0
4120,Hscapr,Bconju,0,0
4121,Hanoma,Bconju,0,0
4122,Oaacut,Bconju,0,0
4123,Hpurpu,Bconju,0,0
4124,Opolar,Bconju,0,0
4125,Opprox,Bconju,0,0
4126,Hspecc,Bconju,0,0
4127,Hsglau,Bconju,0,0
4128,Hslana,Bconju,0,0
4129,Oelaea,Bdisco,0,0
4130,Obridg,Bdisco,2,2
4131,Ovaria,Bdisco,3,1
4132,Oobscu,Bdisco,1,0
4133,Okriec,Bdisco,0,0
4134,Onigri,Bdisco,1,0
4135,Ofoeti,Bdisco,1,1
4136,Ohasta,Bdisco,0,0
4137,Oadaph,Bdisco,0,0
4138,Ohelve,Bdisco,0,0
4139,Onival,Bdisco,0,0
4140,Ovimin,Bdisco,10,0
4141,Oproxi,Bdisco,11,11
4142,Ocolla,Bdisco,0,0
4143,Osamol,Bdisco,0,0
4144,Omyrsi,Bdisco,0,0
4145,Oarcti,Bdisco,0,0
4146,Eboreo,Bdisco,0,0
4147,Oglauc,Bdisco,0,0
4148,Elappo,Bdisco,0,0
4149,Elappc,Bdisco,0,0
4150,Olappo,Bdisco,0,0
4151,Olappl,Bdisco,0,0
4152,Emyrsi,Bdisco,0,0
4153,Ogalla,Bdisco,0,0
4154,Hischn,Bdisco,0,0
4155,Ehasta,Bdisco,0,0
4156,Egemmf,Bdisco,0,0
4157,Omonti,Bdisco,1,0
4158,Eelaea,Bdisco,0,0
4159,Hcarin,Bdisco,0,0
4160,Egemmh,Bdisco,0,0
4161,Hplicg,Bdisco,0,0
4162,Omacul,Bdisco,0,0
4163,Hspirh,Bdisco,0,0
4164,Obrevi,Bdisco,0,0
4165,Oretic,Bdisco,0,0
4166,Oretus,Bdisco,1,0
4167,Enigri,Bdisco,0,0
4168,Emucro,Bdisco,0,0
4169,Ovesic,Bdisco,5,4
4170,Oviril,Bdisco,1,0
4171,Opedun,Bdisco,2,0
4172,Otrian,Bdisco,1,0
4173,Oglabr,Bdisco,0,0
4174,Opustu,Bdisco,0,0
4175,Oherba,Bdisco,0,0
4176,Evenus,Bdisco,0,0
4177,Onorve,Bdisco,0,0
4178,Ephyli,Bdisco,0,0
4179,Ospeit,Bdisco,0,0
4180,Obella,Bdisco,1,1
4181,Hpruss,Bdisco,0,0
4182,Odolic,Bdisco,0,0
4183,Hspira,Bdisco,0,0
4184,Elanat,Bdisco,0,0
4185,Omyrti,Bdisco,0,0
4186,Hnudip,Bdisco,0,0
4187,Hleuco,Bdisco,0,0
4188,Hacuti,Bdisco,0,0
4189,Hplicl,Bdisco,0,0
4190,Etesta,Bdisco,0,0
4191,Hplicd,Bdisco,0,0
4192,Edaphn,Bdisco,0,0
4193,Hpolit,Bdisco,1,0
4194,Epurpu,Bdisco,0,0
4195,Eatraa,Bdisco,0,0
4196,Eangus,Bdisco,0,0
4197,Hangli,Bdisco,5,0
4198,Hleuca,Bdisco,0,0
4199,Hoblit,Bdisco,4,0
4200,Heryth,Bdisco,0,0
4201,Halien,Bdisco,0,0
4202,Hsglab,Bdisco,0,0
4203,Htuber,Bdisco,0,0
4204,Eweiff,Bdisco,0,0
4205,Esubge,Bdisco,0,0
4206,Egemmc,Bdisco,0,0
4207,Eaurit,Bdisco,0,0
4208,Ospset,Bdisco,0,0
4209,Emyrti,Bdisco,0,0
4210,Esmyrt,Bdisco,0,0
4211,Esmyrs,Bdisco,0,0
4212,Eciner,Bdisco,0,0
4213,Eappen,Bdisco,0,0
4214,Hpscho,Bdisco,0,0
4215,Hplicp,Bdisco,0,0
4216,Hscapr,Bdisco,0,0
4217,Hanoma,Bdisco,0,0
4218,Oaacut,Bdisco,0,0
4219,Hpurpu,Bdisco,0,0
4220,Opolar,Bdisco,0,0
4221,Opprox,Bdisco,0,0
4222,Hspecc,Bdisco,0,0
4223,Hsglau,Bdisco,0,0
4224,Hslana,Bdisco,0,0
4225,Oelaea,Bepitr,1,0
4226,Obridg,Bepitr,0,0
4227,Ovaria,Bepitr,1,0
4228,Oobscu,Bepitr,1,1
4229,Okriec,Bepitr,3,1
4230,Onigri,Bepitr,0,0
4231,Ofoeti,Bepitr,1,0
4232,Ohasta,Bepitr,1,0
4233,Oadaph,Bepitr,2,1
4234,Ohelve,Bepitr,0,0
4235,Onival,Bepitr,1,1
4236,Ovimin,Bepitr,6,4
4237,Oproxi,Bepitr,0,0
4238,Ocolla,Bepitr,0,0
4239,Osamol,Bepitr,0,0
4240,Omyrsi,Bepitr,0,0
4241,Oarcti,Bepitr,0,0
4242,Eboreo,Bepitr,1,0
4243,Oglauc,Bepitr,0,0
4244,Elappo,Bepitr,0,0
4245,Elappc,Bepitr,0,0
4246,Olappo,Bepitr,0,0
4247,Olappl,Bepitr,0,0
4248,Emyrsi,Bepitr,0,0
4249,Ogalla,Bepitr,1,1
4250,Hischn,Bepitr,1,0
4251,Ehasta,Bepitr,1,0
4252,Egemmf,Bepitr,1,0
4253,Omonti,Bepitr,1,0
4254,Eelaea,Bepitr,2,0
4255,Hcarin,Bepitr,1,0
4256,Egemmh,Bepitr,1,0
4257,Hplicg,Bepitr,0,0
4258,Omacul,Bepitr,0,0
4259,Hspirh,Bepitr,0,0
4260,Obrevi,Bepitr,0,0
4261,Oretic,Bepitr,0,0
4262,Oretus,Bepitr,0,0
4263,Enigri,Bepitr,2,0
4264,Emucro,Bepitr,0,0
4265,Ovesic,Bepitr,4,3
4266,Oviril,Bepitr,0,0
4267,Opedun,Bepitr,0,0
4268,Otrian,Bepitr,0,0
4269,Oglabr,Bepitr,0,0
4270,Opustu,Bepitr,0,0
4271,Oherba,Bepitr,0,0
4272,Evenus,Bepitr,1,0
4273,Onorve,Bepitr,0,0
4274,Ephyli,Bepitr,0,0
4275,Ospeit,Bepitr,0,0
4276,Obella,Bepitr,1,1
4277,Hpruss,Bepitr,0,0
4278,Odolic,Bepitr,0,0
4279,Hspira,Bepitr,0,0
4280,Elanat,Bepitr,0,0
4281,Omyrti,Bepitr,0,0
4282,Hnudip,Bepitr,0,0
4283,Hleuco,Bepitr,1,0
4284,Hacuti,Bepitr,0,0
4285,Hplicl,Bepitr,0,0
4286,Etesta,Bepitr,0,0
4287,Hplicd,Bepitr,1,0
4288,Edaphn,Bepitr,2,0
4289,Hpolit,Bepitr,1,0
4290,Epurpu,Bepitr,0,0
4291,Eatraa,Bepitr,0,0
4292,Eangus,Bepitr,0,0
4293,Hangli,Bepitr,0,0
4294,Hleuca,Bepitr,0,0
4295,Hoblit,Bepitr,1,0
4296,Heryth,Bepitr,0,0
4297,Halien,Bepitr,0,0
4298,Hsglab,Bepitr,0,0
4299,Htuber,Bepitr,0,0
4300,Eweiff,Bepitr,0,0
4301,Esubge,Bepitr,0,0
4302,Egemmc,Bepitr,0,0
4303,Eaurit,Bepitr,0,0
4304,Ospset,Bepitr,0,0
4305,Emyrti,Bepitr,0,0
4306,Esmyrt,Bepitr,0,0
4307,Esmyrs,Bepitr,0,0
4308,Eciner,Bepitr,0,0
4309,Eappen,Bepitr,0,0
4310,Hpscho,Bepitr,0,0
4311,Hplicp,Bepitr,0,0
4312,Hscapr,Bepitr,0,0
4313,Hanoma,Bepitr,0,0
4314,Oaacut,Bepitr,0,0
4315,Hpurpu,Bepitr,0,0
4316,Opolar,Bepitr,0,0
4317,Opprox,Bepitr,0,0
4318,Hspecc,Bepitr,0,0
4319,Hsglau,Bepitr,0,0
4320,Hslana,Bepitr,0,0
4321,Oelaea,Bimmut,0,0
4322,Obridg,Bimmut,0,0
4323,Ovaria,Bimmut,1,0
4324,Oobscu,Bimmut,1,0
4325,Okriec,Bimmut,1,0
4326,Onigri,Bimmut,0,0
4327,Ofoeti,Bimmut,0,0
4328,Ohasta,Bimmut,0,0
4329,Oadaph,Bimmut,0,0
4330,Ohelve,Bimmut,0,0
4331,Onival,Bimmut,0,0
4332,Ovimin,Bimmut,2,0
4333,Oproxi,Bimmut,2,2
4334,Ocolla,Bimmut,0,0
4335,Osamol,Bimmut,0,0
4336,Omyrsi,Bimmut,0,0
4337,Oarcti,Bimmut,0,0
4338,Eboreo,Bimmut,0,0
4339,Oglauc,Bimmut,0,0
4340,Elappo,Bimmut,0,0
4341,Elappc,Bimmut,0,0
4342,Olappo,Bimmut,0,0
4343,Olappl,Bimmut,0,0
4344,Emyrsi,Bimmut,0,0
4345,Ogalla,Bimmut,0,0
4346,Hischn,Bimmut,0,0
4347,Ehasta,Bimmut,0,0
4348,Egemmf,Bimmut,1,0
4349,Omonti,Bimmut,0,0
4350,Eelaea,Bimmut,0,0
4351,Hcarin,Bimmut,0,0
4352,Egemmh,Bimmut,0,0
4353,Hplicg,Bimmut,0,0
4354,Omacul,Bimmut,0,0
4355,Hspirh,Bimmut,0,0
4356,Obrevi,Bimmut,1,1
4357,Oretic,Bimmut,1,0
4358,Oretus,Bimmut,0,0
4359,Enigri,Bimmut,1,1
4360,Emucro,Bimmut,0,0
4361,Ovesic,Bimmut,1,0
4362,Oviril,Bimmut,0,0
4363,Opedun,Bimmut,0,0
4364,Otrian,Bimmut,0,0
4365,Oglabr,Bimmut,0,0
4366,Opustu,Bimmut,0,0
4367,Oherba,Bimmut,0,0
4368,Evenus,Bimmut,0,0
4369,Onorve,Bimmut,0,0
4370,Ephyli,Bimmut,0,0
4371,Ospeit,Bimmut,0,0
4372,Obella,Bimmut,0,0
4373,Hpruss,Bimmut,2,0
4374,Odolic,Bimmut,0,0
4375,Hspira,Bimmut,0,0
4376,Elanat,Bimmut,0,0
4377,Omyrti,Bimmut,0,0
4378,Hnudip,Bimmut,0,0
4379,Hleuco,Bimmut,2,0
4380,Hacuti,Bimmut,0,0
4381,Hplicl,Bimmut,0,0
4382,Etesta,Bimmut,0,0
4383,Hplicd,Bimmut,0,0
4384,Edaphn,Bimmut,0,0
4385,Hpolit,Bimmut,0,0
4386,Epurpu,Bimmut,0,0
4387,Eatraa,Bimmut,0,0
4388,Eangus,Bimmut,0,0
4389,Hangli,Bimmut,1,0
4390,Hleuca,Bimmut,2,0
4391,Hoblit,Bimmut,2,0
4392,Heryth,Bimmut,0,0
4393,Halien,Bimmut,0,0
4394,Hsglab,Bimmut,0,0
4395,Htuber,Bimmut,0,0
4396,Eweiff,Bimmut,0,0
4397,Esubge,Bimmut,0,0
4398,Egemmc,Bimmut,0,0
4399,Eaurit,Bimmut,0,0
4400,Ospset,Bimmut,0,0
4401,Emyrti,Bimmut,0,0
4402,Esmyrt,Bimmut,0,0
4403,Esmyrs,Bimmut,0,0
4404,Eciner,Bimmut,0,0
4405,Eappen,Bimmut,0,0
4406,Hpscho,Bimmut,0,0
4407,Hplicp,Bimmut,0,0
4408,Hscapr,Bimmut,0,0
4409,Hanoma,Bimmut,2,0
4410,Oaacut,Bimmut,0,0
4411,Hpurpu,Bimmut,0,0
4412,Opolar,Bimmut,0,0
4413,Opprox,Bimmut,2,2
4414,Hspecc,Bimmut,0,0
4415,Hsglau,Bimmut,0,0
4416,Hslana,Bimmut,0,0
4417,Oelaea,Binter,0,0
4418,Obridg,Binter,4,1
4419,Ovaria,Binter,1,0
4420,Oobscu,Binter,2,0
4421,Okriec,Binter,1,1
4422,Onigri,Binter,1,1
4423,Ofoeti,Binter,2,1
4424,Ohasta,Binter,0,0
4425,Oadaph,Binter,1,1
4426,Ohelve,Binter,0,0
4427,Onival,Binter,0,0
4428,Ovimin,Binter,6,3
4429,Oproxi,Binter,1,0
4430,Ocolla,Binter,0,0
4431,Osamol,Binter,0,0
4432,Omyrsi,Binter,0,0
4433,Oarcti,Binter,0,0
4434,Eboreo,Binter,0,0
4435,Oglauc,Binter,0,0
4436,Elappo,Binter,0,0
4437,Elappc,Binter,0,0
4438,Olappo,Binter,0,0
4439,Olappl,Binter,0,0
4440,Emyrsi,Binter,0,0
4441,Ogalla,Binter,2,0
4442,Hischn,Binter,0,0
4443,Ehasta,Binter,0,0
4444,Egemmf,Binter,1,0
4445,Omonti,Binter,2,0
4446,Eelaea,Binter,1,0
4447,Hcarin,Binter,0,0
4448,Egemmh,Binter,0,0
4449,Hplicg,Binter,0,0
4450,Omacul,Binter,0,0
4451,Hspirh,Binter,0,0
4452,Obrevi,Binter,0,0
4453,Oretic,Binter,1,0
4454,Oretus,Binter,1,0
4455,Enigri,Binter,0,0
4456,Emucro,Binter,1,0
4457,Ovesic,Binter,4,3
4458,Oviril,Binter,0,0
4459,Opedun,Binter,2,0
4460,Otrian,Binter,0,0
4461,Oglabr,Binter,0,0
4462,Opustu,Binter,0,0
4463,Oherba,Binter,0,0
4464,Evenus,Binter,0,0
4465,Onorve,Binter,0,0
4466,Ephyli,Binter,0,0
4467,Ospeit,Binter,0,0
4468,Obella,Binter,2,2
4469,Hpruss,Binter,0,0
4470,Odolic,Binter,0,0
4471,Hspira,Binter,0,0
4472,Elanat,Binter,0,0
4473,Omyrti,Binter,0,0
4474,Hnudip,Binter,0,0
4475,Hleuco,Binter,0,0
4476,Hacuti,Binter,0,0
4477,Hplicl,Binter,0,0
4478,Etesta,Binter,0,0
4479,Hplicd,Binter,0,0
4480,Edaphn,Binter,0,0
4481,Hpolit,Binter,0,0
4482,Epurpu,Binter,0,0
4483,Eatraa,Binter,0,0
4484,Eangus,Binter,0,0
4485,Hangli,Binter,0,0
4486,Hleuca,Binter,0,0
4487,Hoblit,Binter,1,0
4488,Heryth,Binter,0,0
4489,Halien,Binter,0,0
4490,Hsglab,Binter,0,0
4491,Htuber,Binter,0,0
4492,Eweiff,Binter,0,0
4493,Esubge,Binter,0,0
4494,Egemmc,Binter,0,0
4495,Eaurit,Binter,0,0
4496,Ospset,Binter,0,0
4497,Emyrti,Binter,0,0
4498,Esmyrt,Binter,0,0
4499,Esmyrs,Binter,0,0
4500,Eciner,Binter,0,0
4501,Eappen,Binter,0,0
4502,Hpscho,Binter,0,0
4503,Hplicp,Binter,0,0
4504,Hscapr,Binter,0,0
4505,Hanoma,Binter,0,0
4506,Oaacut,Binter,0,0
4507,Hpurpu,Binter,0,0
4508,Opolar,Binter,0,0
4509,Opprox,Binter,0,0
4510,Hspecc,Binter,0,0
4511,Hsglau,Binter,0,0
4512,Hslana,Binter,0,0
4513,Oelaea,Bkopel,0,0
4514,Obridg,Bkopel,1,1
4515,Ovaria,Bkopel,1,1
4516,Oobscu,Bkopel,3,2
4517,Okriec,Bkopel,0,0
4518,Onigri,Bkopel,0,0
4519,Ofoeti,Bkopel,2,1
4520,Ohasta,Bkopel,1,0
4521,Oadaph,Bkopel,0,0
4522,Ohelve,Bkopel,0,0
4523,Onival,Bkopel,0,0
4524,Ovimin,Bkopel,1,0
4525,Oproxi,Bkopel,1,1
4526,Ocolla,Bkopel,0,0
4527,Osamol,Bkopel,0,0
4528,Omyrsi,Bkopel,1,0
4529,Oarcti,Bkopel,0,0
4530,Eboreo,Bkopel,2,0
4531,Oglauc,Bkopel,1,1
4532,Elappo,Bkopel,1,0
4533,Elappc,Bkopel,2,0
4534,Olappo,Bkopel,1,0
4535,Olappl,Bkopel,1,0
4536,Emyrsi,Bkopel,0,0
4537,Ogalla,Bkopel,0,0
4538,Hischn,Bkopel,0,0
4539,Ehasta,Bkopel,0,0
