,Salix,Rgaller,cooccur,interact
3734,lapponum x glauca?,Heryth,0,0
3735,lapponum x glauca,Heryth,0,0
3736,aurita x caprea,Heryth,1,1
3737,starkeana,Heryth,0,0
3738,hastata x phylicifolia,Heryth,0,0
3739,lapponum x phylicifolia,Heryth,0,0
3740,acutifolia,Heryth,0,0
3741,bicolor,Heryth,0,0
3742,polaris,Heryth,0,0
3743,cinerea x myrsinifolia,Heryth,0,0
3744,fragilis x pentandra,Heryth,0,0
3745,elaeagnos,Halien,0,0
3746,appendiculata,Halien,1,0
3747,myrsinifolia,Halien,1,0
3748,foetida,Halien,0,0
3749,hastata,Halien,0,0
3750,daphnoides,Halien,0,0
3751,helvetica,Halien,0,0
3752,glaucosericea,Halien,0,0
3753,cinerea,Halien,8,0
3754,purpurea,Halien,3,0
3755,alba,Halien,1,0
3756,fragilis,Halien,1,0
3757,repens,Halien,0,0
3758,lapponum,Halien,1,0
3759,myrsinites,Halien,0,0
3760,phylicifolia,Halien,1,0
3761,glauca,Halien,0,0
3762,caprea,Halien,7,0
3763,mielichhoferi,Halien,0,0
3764,waldsteiniana,Halien,0,0
3765,pentandra,Halien,1,0
3766,breviserrata,Halien,0,0
3767,reticulata,Halien,0,0
3768,retusa,Halien,0,0
3769,aurita,Halien,26,26
3770,triandra,Halien,0,0
3771,lanata,Halien,0,0
3772,herbacea,Halien,0,0
3773,borealis,Halien,0,0
3774,myrtilloides,Halien,0,0
3775,viminalis,Halien,1,0
3776,glabra,Halien,0,0
3777,apennina,Halien,0,0
3778,rubens,Halien,0,0
3779,rosmarinifolia,Halien,1,0
3780,caprea x appendiculata,Halien,0,0
3781,cinerea oleifolia,Halien,0,0
3782,viminalis x caprea,Halien,0,0
3783,viminalis x ?,Halien,0,0
3784,alpina?,Halien,0,0
3785,phylicifolia x caprea ?,Halien,1,0
3786,lapponum x glauca?,Halien,0,0
3787,lapponum x glauca,Halien,0,0
3788,aurita x caprea,Halien,1,1
3789,starkeana,Halien,0,0
3790,hastata x phylicifolia,Halien,0,0
3791,lapponum x phylicifolia,Halien,0,0
3792,acutifolia,Halien,0,0
3793,bicolor,Halien,0,0
3794,polaris,Halien,0,0
3795,cinerea x myrsinifolia,Halien,0,0
3796,fragilis x pentandra,Halien,0,0
3797,elaeagnos,Hsglab,0,0
3798,appendiculata,Hsglab,2,0
3799,myrsinifolia,Hsglab,0,0
3800,foetida,Hsglab,0,0
3801,hastata,Hsglab,0,0
3802,daphnoides,Hsglab,0,0
3803,helvetica,Hsglab,0,0
3804,glaucosericea,Hsglab,0,0
3805,cinerea,Hsglab,0,0
3806,purpurea,Hsglab,0,0
3807,alba,Hsglab,0,0
3808,fragilis,Hsglab,0,0
3809,repens,Hsglab,0,0
3810,lapponum,Hsglab,0,0
3811,myrsinites,Hsglab,0,0
3812,phylicifolia,Hsglab,0,0
3813,glauca,Hsglab,0,0
3814,caprea,Hsglab,0,0
3815,mielichhoferi,Hsglab,0,0
3816,waldsteiniana,Hsglab,0,0
3817,pentandra,Hsglab,0,0
3818,breviserrata,Hsglab,0,0
3819,reticulata,Hsglab,0,0
3820,retusa,Hsglab,0,0
3821,aurita,Hsglab,0,0
3822,triandra,Hsglab,0,0
3823,lanata,Hsglab,0,0
3824,herbacea,Hsglab,0,0
3825,borealis,Hsglab,0,0
3826,myrtilloides,Hsglab,0,0
3827,viminalis,Hsglab,0,0
3828,glabra,Hsglab,3,3
3829,apennina,Hsglab,0,0
3830,rubens,Hsglab,0,0
3831,rosmarinifolia,Hsglab,0,0
3832,caprea x appendiculata,Hsglab,0,0
3833,cinerea oleifolia,Hsglab,0,0
3834,viminalis x caprea,Hsglab,0,0
3835,viminalis x ?,Hsglab,0,0
3836,alpina?,Hsglab,0,0
3837,phylicifolia x caprea ?,Hsglab,0,0
3838,lapponum x glauca?,Hsglab,0,0
3839,lapponum x glauca,Hsglab,0,0
3840,aurita x caprea,Hsglab,0,0
3841,starkeana,Hsglab,0,0
3842,hastata x phylicifolia,Hsglab,0,0
3843,lapponum x phylicifolia,Hsglab,0,0
3844,acutifolia,Hsglab,0,0
3845,bicolor,Hsglab,0,0
3846,polaris,Hsglab,0,0
3847,cinerea x myrsinifolia,Hsglab,0,0
3848,fragilis x pentandra,Hsglab,0,0
3849,elaeagnos,Htuber,0,0
3850,appendiculata,Htuber,1,0
3851,myrsinifolia,Htuber,2,0
3852,foetida,Htuber,1,0
3853,hastata,Htuber,6,6
3854,daphnoides,Htuber,0,0
3855,helvetica,Htuber,0,0
3856,glaucosericea,Htuber,1,0
3857,cinerea,Htuber,0,0
3858,purpurea,Htuber,1,0
3859,alba,Htuber,0,0
3860,fragilis,Htuber,0,0
3861,repens,Htuber,0,0
3862,lapponum,Htuber,1,0
3863,myrsinites,Htuber,0,0
3864,phylicifolia,Htuber,3,0
3865,glauca,Htuber,2,0
3866,caprea,Htuber,1,0
3867,mielichhoferi,Htuber,0,0
3868,waldsteiniana,Htuber,0,0
3869,pentandra,Htuber,1,0
3870,breviserrata,Htuber,0,0
3871,reticulata,Htuber,1,0
3872,retusa,Htuber,1,0
3873,aurita,Htuber,0,0
3874,triandra,Htuber,0,0
3875,lanata,Htuber,0,0
3876,herbacea,Htuber,0,0
3877,borealis,Htuber,0,0
3878,myrtilloides,Htuber,1,0
3879,viminalis,Htuber,0,0
3880,glabra,Htuber,0,0
3881,apennina,Htuber,0,0
3882,rubens,Htuber,0,0
3883,rosmarinifolia,Htuber,0,0
3884,caprea x appendiculata,Htuber,0,0
3885,cinerea oleifolia,Htuber,0,0
3886,viminalis x caprea,Htuber,0,0
3887,viminalis x ?,Htuber,0,0
3888,alpina?,Htuber,0,0
3889,phylicifolia x caprea ?,Htuber,0,0
3890,lapponum x glauca?,Htuber,0,0
3891,lapponum x glauca,Htuber,0,0
3892,aurita x caprea,Htuber,0,0
3893,starkeana,Htuber,0,0
3894,hastata x phylicifolia,Htuber,0,0
3895,lapponum x phylicifolia,Htuber,0,0
3896,acutifolia,Htuber,0,0
3897,bicolor,Htuber,0,0
3898,polaris,Htuber,0,0
3899,cinerea x myrsinifolia,Htuber,0,0
3900,fragilis x pentandra,Htuber,0,0
3901,elaeagnos,Eweiff,0,0
3902,appendiculata,Eweiff,0,0
3903,myrsinifolia,Eweiff,0,0
3904,foetida,Eweiff,0,0
3905,hastata,Eweiff,0,0
3906,daphnoides,Eweiff,0,0
3907,helvetica,Eweiff,0,0
3908,glaucosericea,Eweiff,0,0
3909,cinerea,Eweiff,0,0
3910,purpurea,Eweiff,0,0
3911,alba,Eweiff,0,0
3912,fragilis,Eweiff,0,0
3913,repens,Eweiff,13,13
3914,lapponum,Eweiff,0,0
3915,myrsinites,Eweiff,0,0
3916,phylicifolia,Eweiff,0,0
3917,glauca,Eweiff,0,0
3918,caprea,Eweiff,0,0
3919,mielichhoferi,Eweiff,0,0
3920,waldsteiniana,Eweiff,0,0
3921,pentandra,Eweiff,0,0
3922,breviserrata,Eweiff,0,0
3923,reticulata,Eweiff,0,0
3924,retusa,Eweiff,0,0
3925,aurita,Eweiff,2,0
3926,triandra,Eweiff,0,0
3927,lanata,Eweiff,0,0
3928,herbacea,Eweiff,0,0
3929,borealis,Eweiff,0,0
3930,myrtilloides,Eweiff,0,0
3931,viminalis,Eweiff,0,0
3932,glabra,Eweiff,0,0
3933,apennina,Eweiff,0,0
3934,rubens,Eweiff,0,0
3935,rosmarinifolia,Eweiff,4,4
3936,caprea x appendiculata,Eweiff,0,0
3937,cinerea oleifolia,Eweiff,0,0
3938,viminalis x caprea,Eweiff,0,0
3939,viminalis x ?,Eweiff,0,0
3940,alpina?,Eweiff,0,0
3941,phylicifolia x caprea ?,Eweiff,0,0
3942,lapponum x glauca?,Eweiff,0,0
3943,lapponum x glauca,Eweiff,0,0
3944,aurita x caprea,Eweiff,0,0
3945,starkeana,Eweiff,0,0
3946,hastata x phylicifolia,Eweiff,0,0
3947,lapponum x phylicifolia,Eweiff,0,0
3948,acutifolia,Eweiff,0,0
3949,bicolor,Eweiff,0,0
3950,polaris,Eweiff,0,0
3951,cinerea x myrsinifolia,Eweiff,0,0
3952,fragilis x pentandra,Eweiff,0,0
3953,elaeagnos,Esubge,0,0
3954,appendiculata,Esubge,0,0
3955,myrsinifolia,Esubge,0,0
3956,foetida,Esubge,0,0
3957,hastata,Esubge,0,0
3958,daphnoides,Esubge,0,0
3959,helvetica,Esubge,0,0
3960,glaucosericea,Esubge,0,0
3961,cinerea,Esubge,2,0
3962,purpurea,Esubge,0,0
3963,alba,Esubge,1,0
3964,fragilis,Esubge,1,0
3965,repens,Esubge,0,0
3966,lapponum,Esubge,0,0
3967,myrsinites,Esubge,0,0
3968,phylicifolia,Esubge,0,0
3969,glauca,Esubge,0,0
3970,caprea,Esubge,0,0
3971,mielichhoferi,Esubge,0,0
3972,waldsteiniana,Esubge,0,0
3973,pentandra,Esubge,0,0
3974,breviserrata,Esubge,0,0
3975,reticulata,Esubge,0,0
3976,retusa,Esubge,0,0
3977,aurita,Esubge,0,0
3978,triandra,Esubge,0,0
3979,lanata,Esubge,0,0
3980,herbacea,Esubge,0,0
3981,borealis,Esubge,0,0
3982,myrtilloides,Esubge,0,0
3983,viminalis,Esubge,2,2
3984,glabra,Esubge,0,0
3985,apennina,Esubge,0,0
3986,rubens,Esubge,0,0
3987,rosmarinifolia,Esubge,0,0
3988,caprea x appendiculata,Esubge,0,0
3989,cinerea oleifolia,Esubge,0,0
3990,viminalis x caprea,Esubge,0,0
3991,viminalis x ?,Esubge,0,0
3992,alpina?,Esubge,0,0
3993,phylicifolia x caprea ?,Esubge,0,0
3994,lapponum x glauca?,Esubge,0,0
3995,lapponum x glauca,Esubge,0,0
3996,aurita x caprea,Esubge,0,0
3997,starkeana,Esubge,0,0
3998,hastata x phylicifolia,Esubge,0,0
3999,lapponum x phylicifolia,Esubge,0,0
4000,acutifolia,Esubge,0,0
4001,bicolor,Esubge,0,0
4002,polaris,Esubge,0,0
4003,cinerea x myrsinifolia,Esubge,0,0
4004,fragilis x pentandra,Esubge,0,0
4005,elaeagnos,Egemmc,0,0
4006,appendiculata,Egemmc,0,0
4007,myrsinifolia,Egemmc,0,0
4008,foetida,Egemmc,0,0
4009,hastata,Egemmc,0,0
4010,daphnoides,Egemmc,0,0
4011,helvetica,Egemmc,0,0
4012,glaucosericea,Egemmc,0,0
4013,cinerea,Egemmc,4,4
4014,purpurea,Egemmc,0,0
4015,alba,Egemmc,1,0
4016,fragilis,Egemmc,1,0
4017,repens,Egemmc,0,0
4018,lapponum,Egemmc,0,0
4019,myrsinites,Egemmc,0,0
4020,phylicifolia,Egemmc,0,0
4021,glauca,Egemmc,0,0
4022,caprea,Egemmc,0,0
4023,mielichhoferi,Egemmc,0,0
4024,waldsteiniana,Egemmc,0,0
4025,pentandra,Egemmc,0,0
4026,breviserrata,Egemmc,0,0
4027,reticulata,Egemmc,0,0
4028,retusa,Egemmc,0,0
4029,aurita,Egemmc,1,0
4030,triandra,Egemmc,0,0
4031,lanata,Egemmc,0,0
4032,herbacea,Egemmc,0,0
4033,borealis,Egemmc,0,0
4034,myrtilloides,Egemmc,0,0
4035,viminalis,Egemmc,1,0
4036,glabra,Egemmc,0,0
4037,apennina,Egemmc,0,0
4038,rubens,Egemmc,0,0
4039,rosmarinifolia,Egemmc,0,0
4040,caprea x appendiculata,Egemmc,0,0
4041,cinerea oleifolia,Egemmc,0,0
4042,viminalis x caprea,Egemmc,0,0
4043,viminalis x ?,Egemmc,0,0
4044,alpina?,Egemmc,0,0
4045,phylicifolia x caprea ?,Egemmc,0,0
4046,lapponum x glauca?,Egemmc,0,0
4047,lapponum x glauca,Egemmc,0,0
4048,aurita x caprea,Egemmc,0,0
4049,starkeana,Egemmc,0,0
4050,hastata x phylicifolia,Egemmc,0,0
4051,lapponum x phylicifolia,Egemmc,0,0
4052,acutifolia,Egemmc,0,0
4053,bicolor,Egemmc,0,0
4054,polaris,Egemmc,0,0
4055,cinerea x myrsinifolia,Egemmc,0,0
4056,fragilis x pentandra,Egemmc,0,0
4057,elaeagnos,Eaurit,0,0
4058,appendiculata,Eaurit,0,0
4059,myrsinifolia,Eaurit,0,0
4060,foetida,Eaurit,0,0
4061,hastata,Eaurit,0,0
4062,daphnoides,Eaurit,0,0
4063,helvetica,Eaurit,0,0
4064,glaucosericea,Eaurit,0,0
4065,cinerea,Eaurit,0,0
4066,purpurea,Eaurit,0,0
4067,alba,Eaurit,0,0
4068,fragilis,Eaurit,0,0
4069,repens,Eaurit,0,0
4070,lapponum,Eaurit,0,0
4071,myrsinites,Eaurit,0,0
4072,phylicifolia,Eaurit,0,0
4073,glauca,Eaurit,0,0
4074,caprea,Eaurit,2,0
4075,mielichhoferi,Eaurit,0,0
4076,waldsteiniana,Eaurit,0,0
4077,pentandra,Eaurit,1,0
4078,breviserrata,Eaurit,0,0
4079,reticulata,Eaurit,0,0
4080,retusa,Eaurit,0,0
4081,aurita,Eaurit,13,13
4082,triandra,Eaurit,0,0
4083,lanata,Eaurit,0,0
4084,herbacea,Eaurit,0,0
4085,borealis,Eaurit,0,0
4086,myrtilloides,Eaurit,0,0
4087,viminalis,Eaurit,0,0
4088,glabra,Eaurit,0,0
4089,apennina,Eaurit,0,0
4090,rubens,Eaurit,0,0
4091,rosmarinifolia,Eaurit,1,0
4092,caprea x appendiculata,Eaurit,0,0
4093,cinerea oleifolia,Eaurit,0,0
4094,viminalis x caprea,Eaurit,0,0
4095,viminalis x ?,Eaurit,0,0
4096,alpina?,Eaurit,0,0
4097,phylicifolia x caprea ?,Eaurit,1,0
4098,lapponum x glauca?,Eaurit,0,0
4099,lapponum x glauca,Eaurit,0,0
4100,aurita x caprea,Eaurit,1,0
4101,starkeana,Eaurit,0,0
4102,hastata x phylicifolia,Eaurit,0,0
4103,lapponum x phylicifolia,Eaurit,0,0
4104,acutifolia,Eaurit,0,0
4105,bicolor,Eaurit,0,0
4106,polaris,Eaurit,0,0
4107,cinerea x myrsinifolia,Eaurit,0,0
4108,fragilis x pentandra,Eaurit,0,0
4109,elaeagnos,Ospset,0,0
4110,appendiculata,Ospset,0,0
4111,myrsinifolia,Ospset,2,0
4112,foetida,Ospset,0,0
4113,hastata,Ospset,2,0
4114,daphnoides,Ospset,0,0
4115,helvetica,Ospset,0,0
4116,glaucosericea,Ospset,0,0
4117,cinerea,Ospset,0,0
4118,purpurea,Ospset,0,0
4119,alba,Ospset,0,0
4120,fragilis,Ospset,0,0
4121,repens,Ospset,0,0
4122,lapponum,Ospset,2,0
4123,myrsinites,Ospset,0,0
4124,phylicifolia,Ospset,2,0
4125,glauca,Ospset,1,0
4126,caprea,Ospset,4,4
4127,mielichhoferi,Ospset,0,0
4128,waldsteiniana,Ospset,0,0
4129,pentandra,Ospset,0,0
4130,breviserrata,Ospset,0,0
4131,reticulata,Ospset,0,0
4132,retusa,Ospset,0,0
4133,aurita,Ospset,0,0
4134,triandra,Ospset,0,0
4135,lanata,Ospset,1,0
4136,herbacea,Ospset,0,0
4137,borealis,Ospset,1,0
4138,myrtilloides,Ospset,3,0
4139,viminalis,Ospset,0,0
4140,glabra,Ospset,0,0
4141,apennina,Ospset,0,0
4142,rubens,Ospset,0,0
4143,rosmarinifolia,Ospset,0,0
4144,caprea x appendiculata,Ospset,0,0
4145,cinerea oleifolia,Ospset,0,0
4146,viminalis x caprea,Ospset,0,0
4147,viminalis x ?,Ospset,0,0
4148,alpina?,Ospset,0,0
4149,phylicifolia x caprea ?,Ospset,0,0
4150,lapponum x glauca?,Ospset,0,0
4151,lapponum x glauca,Ospset,0,0
4152,aurita x caprea,Ospset,0,0
4153,starkeana,Ospset,1,1
4154,hastata x phylicifolia,Ospset,1,0
4155,lapponum x phylicifolia,Ospset,1,0
4156,acutifolia,Ospset,0,0
4157,bicolor,Ospset,0,0
4158,polaris,Ospset,0,0
4159,cinerea x myrsinifolia,Ospset,0,0
4160,fragilis x pentandra,Ospset,0,0
4161,elaeagnos,Emyrti,0,0
4162,appendiculata,Emyrti,0,0
4163,myrsinifolia,Emyrti,2,0
4164,foetida,Emyrti,0,0
4165,hastata,Emyrti,2,0
4166,daphnoides,Emyrti,0,0
4167,helvetica,Emyrti,0,0
4168,glaucosericea,Emyrti,0,0
4169,cinerea,Emyrti,0,0
4170,purpurea,Emyrti,0,0
4171,alba,Emyrti,0,0
4172,fragilis,Emyrti,0,0
4173,repens,Emyrti,0,0
4174,lapponum,Emyrti,2,0
4175,myrsinites,Emyrti,1,0
4176,phylicifolia,Emyrti,3,0
4177,glauca,Emyrti,1,0
4178,caprea,Emyrti,4,0
4179,mielichhoferi,Emyrti,0,0
4180,waldsteiniana,Emyrti,0,0
4181,pentandra,Emyrti,0,0
4182,breviserrata,Emyrti,0,0
4183,reticulata,Emyrti,0,0
4184,retusa,Emyrti,0,0
4185,aurita,Emyrti,0,0
4186,triandra,Emyrti,0,0
4187,lanata,Emyrti,1,0
4188,herbacea,Emyrti,0,0
4189,borealis,Emyrti,1,0
4190,myrtilloides,Emyrti,7,7
4191,viminalis,Emyrti,0,0
4192,glabra,Emyrti,0,0
4193,apennina,Emyrti,0,0
4194,rubens,Emyrti,0,0
4195,rosmarinifolia,Emyrti,0,0
4196,caprea x appendiculata,Emyrti,0,0
4197,cinerea oleifolia,Emyrti,0,0
4198,viminalis x caprea,Emyrti,0,0
4199,viminalis x ?,Emyrti,0,0
4200,alpina?,Emyrti,0,0
4201,phylicifolia x caprea ?,Emyrti,0,0
4202,lapponum x glauca?,Emyrti,0,0
4203,lapponum x glauca,Emyrti,0,0
4204,aurita x caprea,Emyrti,0,0
4205,starkeana,Emyrti,1,0
4206,hastata x phylicifolia,Emyrti,1,0
4207,lapponum x phylicifolia,Emyrti,1,0
4208,acutifolia,Emyrti,0,0
4209,bicolor,Emyrti,0,0
4210,polaris,Emyrti,0,0
4211,cinerea x myrsinifolia,Emyrti,0,0
4212,fragilis x pentandra,Emyrti,0,0
4213,elaeagnos,Esmyrt,0,0
4214,appendiculata,Esmyrt,0,0
4215,myrsinifolia,Esmyrt,0,0
4216,foetida,Esmyrt,0,0
4217,hastata,Esmyrt,0,0
4218,daphnoides,Esmyrt,0,0
4219,helvetica,Esmyrt,0,0
4220,glaucosericea,Esmyrt,0,0
4221,cinerea,Esmyrt,0,0
4222,purpurea,Esmyrt,0,0
4223,alba,Esmyrt,0,0
4224,fragilis,Esmyrt,0,0
4225,repens,Esmyrt,0,0
4226,lapponum,Esmyrt,1,0
4227,myrsinites,Esmyrt,1,0
4228,phylicifolia,Esmyrt,0,0
4229,glauca,Esmyrt,0,0
4230,caprea,Esmyrt,1,0
4231,mielichhoferi,Esmyrt,0,0
4232,waldsteiniana,Esmyrt,0,0
4233,pentandra,Esmyrt,0,0
4234,breviserrata,Esmyrt,0,0
4235,reticulata,Esmyrt,0,0
4236,retusa,Esmyrt,0,0
4237,aurita,Esmyrt,0,0
4238,triandra,Esmyrt,0,0
4239,lanata,Esmyrt,0,0
4240,herbacea,Esmyrt,0,0
4241,borealis,Esmyrt,0,0
4242,myrtilloides,Esmyrt,4,4
4243,viminalis,Esmyrt,0,0
4244,glabra,Esmyrt,0,0
4245,apennina,Esmyrt,0,0
4246,rubens,Esmyrt,0,0
4247,rosmarinifolia,Esmyrt,0,0
4248,caprea x appendiculata,Esmyrt,0,0
4249,cinerea oleifolia,Esmyrt,0,0
4250,viminalis x caprea,Esmyrt,0,0
4251,viminalis x ?,Esmyrt,0,0
4252,alpina?,Esmyrt,0,0
4253,phylicifolia x caprea ?,Esmyrt,0,0
4254,lapponum x glauca?,Esmyrt,0,0
4255,lapponum x glauca,Esmyrt,0,0
4256,aurita x caprea,Esmyrt,0,0
4257,starkeana,Esmyrt,0,0
4258,hastata x phylicifolia,Esmyrt,0,0
4259,lapponum x phylicifolia,Esmyrt,0,0
4260,acutifolia,Esmyrt,0,0
4261,bicolor,Esmyrt,0,0
4262,polaris,Esmyrt,0,0
4263,cinerea x myrsinifolia,Esmyrt,0,0
4264,fragilis x pentandra,Esmyrt,0,0
4265,elaeagnos,Esmyrs,0,0
4266,appendiculata,Esmyrs,0,0
4267,myrsinifolia,Esmyrs,1,0
4268,foetida,Esmyrs,0,0
4269,hastata,Esmyrs,1,0
4270,daphnoides,Esmyrs,0,0
4271,helvetica,Esmyrs,0,0
4272,glaucosericea,Esmyrs,0,0
4273,cinerea,Esmyrs,0,0
4274,purpurea,Esmyrs,0,0
4275,alba,Esmyrs,0,0
4276,fragilis,Esmyrs,0,0
4277,repens,Esmyrs,0,0
4278,lapponum,Esmyrs,1,0
4279,myrsinites,Esmyrs,3,3
4280,phylicifolia,Esmyrs,2,0
4281,glauca,Esmyrs,0,0
4282,caprea,Esmyrs,0,0
4283,mielichhoferi,Esmyrs,0,0
4284,waldsteiniana,Esmyrs,0,0
4285,pentandra,Esmyrs,0,0
4286,breviserrata,Esmyrs,0,0
4287,reticulata,Esmyrs,0,0
4288,retusa,Esmyrs,0,0
4289,aurita,Esmyrs,0,0
4290,triandra,Esmyrs,0,0
4291,lanata,Esmyrs,0,0
4292,herbacea,Esmyrs,0,0
4293,borealis,Esmyrs,0,0
4294,myrtilloides,Esmyrs,1,0
4295,viminalis,Esmyrs,0,0
4296,glabra,Esmyrs,0,0
4297,apennina,Esmyrs,0,0
4298,rubens,Esmyrs,0,0
4299,rosmarinifolia,Esmyrs,0,0
4300,caprea x appendiculata,Esmyrs,0,0
4301,cinerea oleifolia,Esmyrs,0,0
4302,viminalis x caprea,Esmyrs,0,0
4303,viminalis x ?,Esmyrs,0,0
4304,alpina?,Esmyrs,0,0
4305,phylicifolia x caprea ?,Esmyrs,0,0
4306,lapponum x glauca?,Esmyrs,0,0
4307,lapponum x glauca,Esmyrs,0,0
4308,aurita x caprea,Esmyrs,0,0
4309,starkeana,Esmyrs,0,0
4310,hastata x phylicifolia,Esmyrs,0,0
4311,lapponum x phylicifolia,Esmyrs,0,0
4312,acutifolia,Esmyrs,0,0
4313,bicolor,Esmyrs,0,0
4314,polaris,Esmyrs,0,0
4315,cinerea x myrsinifolia,Esmyrs,0,0
4316,fragilis x pentandra,Esmyrs,0,0
4317,elaeagnos,Eciner,0,0
4318,appendiculata,Eciner,0,0
4319,myrsinifolia,Eciner,0,0
4320,foetida,Eciner,0,0
4321,hastata,Eciner,0,0
4322,daphnoides,Eciner,0,0
4323,helvetica,Eciner,0,0
4324,glaucosericea,Eciner,0,0
4325,cinerea,Eciner,4,4
4326,purpurea,Eciner,0,0
4327,alba,Eciner,0,0
4328,fragilis,Eciner,0,0
4329,repens,Eciner,0,0
4330,lapponum,Eciner,0,0
4331,myrsinites,Eciner,0,0
4332,phylicifolia,Eciner,0,0
4333,glauca,Eciner,0,0
4334,caprea,Eciner,0,0
4335,mielichhoferi,Eciner,0,0
4336,waldsteiniana,Eciner,0,0
4337,pentandra,Eciner,0,0
4338,breviserrata,Eciner,0,0
4339,reticulata,Eciner,0,0
4340,retusa,Eciner,0,0
4341,aurita,Eciner,1,0
4342,triandra,Eciner,0,0
4343,lanata,Eciner,0,0
4344,herbacea,Eciner,0,0
4345,borealis,Eciner,0,0
4346,myrtilloides,Eciner,0,0
4347,viminalis,Eciner,0,0
4348,glabra,Eciner,0,0
4349,apennina,Eciner,0,0
4350,rubens,Eciner,0,0
4351,rosmarinifolia,Eciner,0,0
4352,caprea x appendiculata,Eciner,0,0
4353,cinerea oleifolia,Eciner,0,0
4354,viminalis x caprea,Eciner,0,0
4355,viminalis x ?,Eciner,0,0
4356,alpina?,Eciner,0,0
4357,phylicifolia x caprea ?,Eciner,0,0
4358,lapponum x glauca?,Eciner,0,0
4359,lapponum x glauca,Eciner,0,0
4360,aurita x caprea,Eciner,0,0
4361,starkeana,Eciner,0,0
4362,hastata x phylicifolia,Eciner,0,0
4363,lapponum x phylicifolia,Eciner,0,0
4364,acutifolia,Eciner,0,0
4365,bicolor,Eciner,0,0
4366,polaris,Eciner,0,0
4367,cinerea x myrsinifolia,Eciner,0,0
4368,fragilis x pentandra,Eciner,0,0
4369,elaeagnos,Eappen,0,0
4370,appendiculata,Eappen,2,2
4371,myrsinifolia,Eappen,0,0
4372,foetida,Eappen,0,0
4373,hastata,Eappen,0,0
4374,daphnoides,Eappen,1,0
4375,helvetica,Eappen,0,0
4376,glaucosericea,Eappen,0,0
4377,cinerea,Eappen,0,0
4378,purpurea,Eappen,0,0
4379,alba,Eappen,0,0
4380,fragilis,Eappen,0,0
4381,repens,Eappen,0,0
4382,lapponum,Eappen,0,0
4383,myrsinites,Eappen,0,0
4384,phylicifolia,Eappen,0,0
4385,glauca,Eappen,0,0
4386,caprea,Eappen,0,0
4387,mielichhoferi,Eappen,0,0
4388,waldsteiniana,Eappen,1,0
4389,pentandra,Eappen,0,0
4390,breviserrata,Eappen,0,0
4391,reticulata,Eappen,0,0
4392,retusa,Eappen,0,0
4393,aurita,Eappen,0,0
4394,triandra,Eappen,0,0
4395,lanata,Eappen,0,0
4396,herbacea,Eappen,0,0
4397,borealis,Eappen,0,0
4398,myrtilloides,Eappen,0,0
4399,viminalis,Eappen,0,0
4400,glabra,Eappen,0,0
4401,apennina,Eappen,0,0
4402,rubens,Eappen,0,0
4403,rosmarinifolia,Eappen,0,0
4404,caprea x appendiculata,Eappen,0,0
4405,cinerea oleifolia,Eappen,0,0
4406,viminalis x caprea,Eappen,0,0
4407,viminalis x ?,Eappen,0,0
4408,alpina?,Eappen,0,0
4409,phylicifolia x caprea ?,Eappen,0,0
4410,lapponum x glauca?,Eappen,0,0
4411,lapponum x glauca,Eappen,0,0
4412,aurita x caprea,Eappen,0,0
4413,starkeana,Eappen,0,0
4414,hastata x phylicifolia,Eappen,0,0
4415,lapponum x phylicifolia,Eappen,0,0
4416,acutifolia,Eappen,0,0
4417,bicolor,Eappen,0,0
4418,polaris,Eappen,0,0
4419,cinerea x myrsinifolia,Eappen,0,0
4420,fragilis x pentandra,Eappen,0,0
4421,elaeagnos,Hpscho,1,0
4422,appendiculata,Hpscho,6,6
4423,myrsinifolia,Hpscho,1,0
4424,foetida,Hpscho,1,0
4425,hastata,Hpscho,0,0
4426,daphnoides,Hpscho,1,0
4427,helvetica,Hpscho,0,0
4428,glaucosericea,Hpscho,0,0
4429,cinerea,Hpscho,0,0
4430,purpurea,Hpscho,2,0
4431,alba,Hpscho,0,0
4432,fragilis,Hpscho,0,0
4433,repens,Hpscho,0,0
4434,lapponum,Hpscho,0,0
4435,myrsinites,Hpscho,0,0
4436,phylicifolia,Hpscho,0,0
4437,glauca,Hpscho,0,0
4438,caprea,Hpscho,1,0
4439,mielichhoferi,Hpscho,0,0
4440,waldsteiniana,Hpscho,0,0
4441,pentandra,Hpscho,0,0
4442,breviserrata,Hpscho,0,0
4443,reticulata,Hpscho,0,0
4444,retusa,Hpscho,0,0
4445,aurita,Hpscho,0,0
4446,triandra,Hpscho,0,0
4447,lanata,Hpscho,0,0
4448,herbacea,Hpscho,0,0
4449,borealis,Hpscho,0,0
4450,myrtilloides,Hpscho,0,0
4451,viminalis,Hpscho,0,0
4452,glabra,Hpscho,0,0
4453,apennina,Hpscho,0,0
4454,rubens,Hpscho,0,0
4455,rosmarinifolia,Hpscho,0,0
4456,caprea x appendiculata,Hpscho,1,0
4457,cinerea oleifolia,Hpscho,0,0
4458,viminalis x caprea,Hpscho,0,0
4459,viminalis x ?,Hpscho,0,0
4460,alpina?,Hpscho,0,0
4461,phylicifolia x caprea ?,Hpscho,0,0
4462,lapponum x glauca?,Hpscho,0,0
4463,lapponum x glauca,Hpscho,0,0
4464,aurita x caprea,Hpscho,0,0
4465,starkeana,Hpscho,0,0
4466,hastata x phylicifolia,Hpscho,0,0
4467,lapponum x phylicifolia,Hpscho,0,0
